verteces,init,finalize,tarjan,user,system,elapsed,pCPU
204800,0.878600,0.013254,0.962184,1.77,0.08,1.87,99;
204800,0.870593,0.013235,0.962597,1.81,0.05,1.86,99;
204800,0.871252,0.013256,0.966470,1.76,0.09,1.87,99;
204800,0.882283,0.013254,0.970572,1.78,0.08,1.88,99;
204800,0.882337,0.013515,0.965465,1.79,0.07,1.87,99;
204800,0.878677,0.016192,0.962374,1.79,0.09,11.68,16;
204800,0.892315,0.013151,0.965726,1.80,0.08,2.62,72;
204800,0.917634,0.015643,0.970136,1.80,0.11,2.66,72;
204800,0.895729,0.013443,0.970451,1.81,0.07,1.90,99;
204800,0.876660,0.013198,0.964033,1.78,0.07,1.87,99;
204800,0.870427,0.013271,0.967484,1.79,0.06,1.87,99;
204800,0.875865,0.013209,0.972428,1.79,0.07,1.87,99;
204800,0.870343,0.013251,0.966113,1.79,0.06,1.86,99;
204800,0.874959,0.013335,0.968695,1.81,0.05,1.87,99;
204800,0.883577,0.013286,0.968324,1.81,0.07,1.88,99;
204800,0.874406,0.013541,0.968964,1.80,0.07,1.87,99;
204800,0.870525,0.013210,0.966340,1.77,0.08,1.86,99;
204800,0.878995,0.013207,0.962012,1.79,0.06,1.87,99;
204800,0.881352,0.013287,0.970362,1.81,0.07,1.88,99;
204800,0.875938,0.013379,0.972312,1.73,0.13,1.87,99;
204800,0.870101,0.013215,0.962060,1.77,0.07,1.86,99;
204800,0.876964,0.013218,0.964594,1.73,0.13,1.87,99;
204800,0.874638,0.013376,0.968272,1.80,0.06,1.87,99;
204800,0.876815,0.013203,0.964763,1.80,0.07,1.87,99;
204800,0.877433,0.013228,0.964596,1.71,0.16,1.87,99;
