verteces,init,finalize,tarjan,user,system,elapsed,pCPU
204800,0.870357,0.013287,0.962657,1.79,0.05,1.86,99;
204800,0.870740,0.013268,0.966607,1.81,0.04,1.86,99;
204800,0.879069,0.013269,0.962400,1.78,0.08,1.87,99;
204800,0.876484,0.013226,0.965469,1.80,0.05,1.87,99;
204800,0.876776,0.013253,0.964590,1.76,0.10,1.87,99;
204800,0.878539,0.013202,0.961835,1.77,0.08,1.87,99;
204800,0.877189,0.013185,0.964981,1.78,0.08,1.87,99;
204800,0.883525,0.013321,0.968391,1.80,0.08,1.88,99;
204800,0.870691,0.013218,0.965898,1.73,0.12,1.86,99;
204800,0.870898,0.013215,0.966238,1.73,0.12,1.86,99;
204800,0.882873,0.013427,0.966372,1.81,0.05,1.88,99;
204800,0.870460,0.013262,0.966178,1.76,0.09,1.86,99;
204800,0.881909,0.013251,0.965685,1.78,0.09,1.87,99;
204800,0.901465,0.013217,0.964225,1.80,0.08,1.89,99;
204800,0.882644,0.014652,0.965635,1.76,0.11,5.64,33;
204800,0.912494,0.014478,0.963999,1.78,0.12,2.64,72;
204800,0.880384,0.013148,0.965529,1.79,0.07,1.88,99;
204800,0.879145,0.013200,0.961842,1.79,0.06,1.87,99;
204800,0.878678,0.013201,0.961849,1.76,0.09,1.87,99;
204800,0.871390,0.013222,0.966508,1.78,0.07,1.86,99;
204800,0.876741,0.013195,0.964308,1.84,0.03,1.87,99;
204800,0.882253,0.013566,0.965510,1.80,0.06,1.88,99;
204800,0.883284,0.013309,0.969406,1.80,0.07,1.88,99;
204800,0.870748,0.013207,0.966596,1.77,0.09,1.86,99;
204800,0.874019,0.013481,0.970324,1.79,0.08,1.87,99;
