verteces,init,finalize,tarjan,user,system,elapsed,pCPU
409600,1.764298,0.026391,1.926516,3.56,0.16,3.75,99;
409600,1.765338,0.026128,1.933646,3.57,0.16,3.76,99;
409600,1.761710,0.026139,1.937036,3.54,0.19,3.76,99;
409600,1.752343,0.026046,1.924464,3.56,0.15,3.74,99;
409600,1.764363,0.026366,1.926584,3.59,0.13,3.75,99;
409600,1.739440,0.026003,1.920671,3.57,0.12,3.72,99;
409600,1.784839,0.032711,1.932428,3.61,0.18,8.03,47;
409600,1.765300,0.028581,1.934364,3.61,0.14,6.45,58;
409600,1.774769,0.025906,1.924618,3.55,0.18,3.77,99;
409600,1.765038,0.026176,1.932430,3.60,0.13,3.76,99;
409600,1.783042,0.025986,1.921683,3.56,0.17,3.76,99;
409600,1.739303,0.025977,1.921349,3.52,0.17,3.72,99;
409600,1.752914,0.025993,1.924517,3.57,0.14,3.74,99;
409600,1.756819,0.025897,1.921194,3.56,0.15,3.74,99;
409600,1.747244,0.032012,1.927631,3.55,0.18,14.11,26;
409600,1.755821,0.025981,1.927179,3.51,0.20,3.75,99;
409600,1.740135,0.025852,1.929359,3.61,0.10,3.73,99;
409600,1.777397,0.026120,1.941305,3.55,0.20,3.78,99;
409600,1.748850,0.026099,1.933575,3.62,0.09,3.74,99;
409600,1.756632,0.025970,1.920682,3.47,0.24,3.74,99;
409600,1.764421,0.026194,1.928711,3.64,0.08,3.75,99;
409600,1.756689,0.025984,1.921500,3.55,0.16,3.74,99;
409600,1.738446,0.025997,1.920754,3.51,0.18,3.72,99;
409600,1.763748,0.026247,1.927837,3.54,0.18,3.75,99;
409600,1.756285,0.025957,1.920320,3.58,0.13,3.74,99;
