Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
1000000,0.876761,8.992446,1.275625,0.000000,0.09,0.07,13.93,1;
1000000,0.875991,9.163873,1.310157,0.000000,0.25,0.03,16.30,1;
1000000,0.886421,9.590549,1.337834,0.000000,0.12,0.05,16.86,1;
1000000,0.947213,8.896631,1.303851,0.000000,0.11,0.05,13.42,1;
1000000,0.875154,8.895038,1.327884,0.000000,0.10,0.06,14.09,1;
1000000,0.873518,10.128141,1.381629,0.000000,0.11,0.06,16.85,1;
1000000,0.893204,9.132843,1.292054,0.000000,0.18,0.09,14.41,1;
1000000,0.893898,9.036006,1.297093,0.000000,0.07,0.07,17.01,0;
1000000,0.897780,9.284393,1.303560,0.000000,0.12,0.05,15.25,1;
1000000,0.890945,8.821189,1.305832,0.000000,0.08,0.09,14.38,1;
1000000,0.896484,9.599142,1.279436,0.000000,0.09,0.08,14.44,1;
1000000,0.870069,9.250129,1.349977,0.000000,0.10,0.05,14.51,1;
1000000,0.897666,8.840055,1.311817,0.000000,0.09,0.05,16.23,0;
1000000,0.890881,9.153910,1.274246,0.000000,0.11,0.05,19.02,0;
1000000,0.888070,7.438287,1.344314,0.000000,0.21,0.05,13.17,2;
1000000,0.877915,10.217345,1.302952,0.000000,0.13,0.03,14.90,1;
1000000,0.865221,9.649070,1.268806,0.000000,0.06,0.08,16.09,0;
1000000,0.918121,8.956302,1.362073,0.000000,0.23,0.03,14.23,1;
1000000,0.866739,8.804903,1.242517,0.000000,0.16,0.12,15.31,1;
1000000,0.867879,9.638934,1.303803,0.000000,0.17,0.09,15.70,1;
1000000,0.904542,8.858610,1.324266,0.000000,0.08,0.07,14.49,1;
1000000,0.931858,8.216414,1.300269,0.000000,0.20,0.05,13.68,1;
1000000,0.868497,10.621871,1.322264,0.000000,0.09,0.05,16.26,0;
1000000,0.913565,10.205002,1.271490,0.000000,0.10,0.06,15.13,1;
1000000,0.870487,7.918089,1.340553,0.000000,0.19,0.08,13.71,2;
