Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
1000000,0.871744,10.352569,1.189372,0.000000,0.11,0.04,12.24,1;
1000000,0.869355,10.536692,1.200348,0.000000,0.11,0.04,15.05,1;
1000000,0.912864,10.304695,1.202995,0.000000,0.12,0.03,12.19,1;
1000000,0.912379,10.334240,1.198755,0.000000,0.07,0.09,15.99,1;
1000000,0.878479,10.348355,1.191624,0.000000,0.13,0.04,12.19,1;
1000000,0.873618,10.435558,1.196934,0.000000,0.10,0.04,13.79,1;
1000000,0.908314,10.329925,1.200671,0.000000,0.09,0.06,14.66,1;
1000000,0.873508,10.348444,1.204902,0.000000,0.08,0.08,12.18,1;
1000000,0.910002,10.495271,1.197069,0.000000,0.11,0.05,12.34,1;
1000000,0.874092,10.292014,1.200599,0.000000,0.08,0.10,14.12,1;
1000000,0.915326,10.376604,1.200737,0.000000,0.11,0.05,12.27,1;
1000000,0.912046,10.333391,1.198908,0.000000,0.15,0.03,12.24,1;
1000000,0.874144,10.452491,1.206429,0.000000,0.08,0.08,12.30,1;
1000000,0.906746,10.304264,1.200996,0.000000,0.09,0.09,12.16,1;
1000000,0.941726,10.322083,1.203768,0.000000,0.08,0.07,12.22,1;
1000000,0.908742,10.322460,1.209430,0.000000,0.09,0.06,12.23,1;
1000000,0.875285,10.521519,1.195636,0.000000,0.10,0.06,14.28,1;
1000000,0.912631,10.331691,1.191882,0.000000,0.10,0.06,12.26,1;
1000000,0.911627,10.447562,1.200488,0.000000,0.10,0.06,12.31,1;
1000000,0.875247,10.319970,1.208779,0.000000,0.09,0.07,12.16,1;
1000000,0.916793,10.355599,1.201705,0.000000,0.09,0.05,12.21,1;
1000000,0.875577,10.324886,1.207687,0.000000,0.10,0.03,12.15,1;
1000000,0.875828,10.303608,1.203734,0.000000,0.12,0.04,12.16,1;
1000000,0.875147,10.259757,1.212003,0.000000,0.07,0.07,12.06,1;
1000000,0.874497,10.352736,1.216922,0.000000,0.12,0.03,12.17,1;
