Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
150000,1.153744,9.653478,0.358212,0.000571,0.14,0.03,11.73,1;
150000,1.189815,9.650142,0.355056,0.000595,0.09,0.07,14.47,1;
150000,1.152181,9.660092,0.355419,0.000572,0.10,0.07,11.79,1;
150000,1.157126,9.652788,0.357352,0.000569,0.10,0.05,14.19,1;
150000,1.148254,9.702915,0.356227,0.000588,0.09,0.08,13.30,1;
150000,1.192309,9.638902,0.356168,0.000568,0.08,0.08,11.76,1;
150000,1.150841,9.765884,0.357184,0.000573,0.10,0.06,13.67,1;
150000,1.151705,9.660975,0.362209,0.000571,0.14,0.02,11.79,1;
150000,1.156245,9.672854,0.356827,0.000567,0.09,0.06,11.79,1;
150000,1.168301,9.656068,0.359995,0.000566,0.13,0.05,11.80,1;
150000,1.150754,9.629958,0.360507,0.000571,0.10,0.07,11.69,1;
150000,1.186521,9.666046,0.356278,0.000572,0.09,0.07,11.86,1;
150000,1.152349,9.698308,0.357265,0.000569,0.12,0.05,14.04,1;
150000,1.159241,9.644311,0.355593,0.000574,0.11,0.05,11.73,1;
150000,1.150779,9.614074,0.358154,0.000576,0.11,0.06,11.70,1;
150000,1.190817,9.678560,0.356598,0.000567,0.14,0.02,11.84,1;
150000,1.149237,9.647008,0.360168,0.000569,0.21,0.05,11.72,2;
150000,1.189908,9.664420,0.357279,0.000571,0.12,0.05,11.80,1;
150000,1.149631,9.676718,0.356881,0.000565,0.09,0.08,11.78,1;
150000,1.168730,9.647522,0.358044,0.000572,0.18,0.09,13.76,1;
150000,1.152191,9.705884,0.357222,0.000569,0.19,0.08,11.83,2;
150000,1.150300,9.670400,0.357764,0.000578,0.12,0.04,11.77,1;
150000,1.202772,9.678253,0.358376,0.000574,0.14,0.03,11.82,1;
150000,1.152088,9.672061,0.359078,0.000571,0.12,0.05,11.79,1;
150000,1.156250,9.702902,0.357282,0.000564,0.14,0.03,11.83,1;
