Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
10000,0.035972,0.214579,0.010345,0.000244,0.28,0.08,1.22,30;
10000,0.036025,0.212536,0.010479,0.000242,0.07,0.09,5.47,3;
10000,0.036185,0.214662,0.010487,0.000238,0.20,0.07,1.18,24;
10000,0.036047,0.246154,0.011542,0.000245,0.20,0.07,1.21,23;
10000,0.035687,0.216203,0.010478,0.000245,0.33,0.05,1.22,31;
10000,0.036177,0.215920,0.010576,0.000238,0.32,0.05,1.14,33;
10000,0.035816,0.215411,0.010397,0.000235,0.36,0.11,1.22,39;
10000,0.036163,0.214558,0.010412,0.000236,0.27,0.08,1.16,31;
10000,0.036054,0.251872,0.013135,0.000238,0.11,0.04,1.12,14;
10000,0.035788,0.214175,0.010579,0.000243,0.31,0.07,1.16,32;
10000,0.035860,0.213072,0.010336,0.000236,0.22,0.05,1.22,22;
10000,0.036181,0.213837,0.010542,0.000243,0.30,0.07,1.15,32;
10000,0.055728,0.213458,0.010462,0.000243,0.31,0.06,1.20,30;
10000,0.036309,0.213749,0.010404,0.000242,0.18,0.08,1.17,23;
10000,0.036046,0.213131,0.010480,0.000239,0.33,0.05,1.22,31;
10000,0.036674,0.249562,0.011655,0.000264,0.10,0.07,1.21,14;
10000,0.035749,0.213201,0.010411,0.000246,0.33,0.04,1.23,30;
10000,0.036035,0.213173,0.010402,0.000248,0.19,0.06,1.16,22;
10000,0.036101,0.213651,0.010455,0.000237,0.29,0.09,1.15,33;
10000,0.056240,0.217429,0.010491,0.000242,0.30,0.08,1.22,31;
10000,0.035832,0.213659,0.010516,0.000240,0.07,0.09,1.17,13;
10000,0.035667,0.214085,0.010396,0.000253,0.30,0.07,1.20,31;
10000,0.035781,0.213919,0.010373,0.000241,0.33,0.06,1.21,32;
10000,0.036029,0.212326,0.010431,0.000246,0.29,0.09,1.21,31;
10000,0.036645,0.213072,0.010553,0.000239,0.06,0.10,1.19,14;
