verteces,init,finalize,tarjan,user,system,elapsed,pCPU
819200,3.483486,0.048585,3.899352,7.14,0.32,7.51,99;
819200,3.478267,0.051200,3.853481,7.08,0.33,7.47,99;
819200,3.492869,0.051216,3.865415,7.08,0.36,8.12,91;
819200,3.514854,0.055811,3.851528,7.21,0.27,18.43,40;
819200,3.492515,0.056256,3.862034,7.14,0.33,10.16,73;
819200,3.520074,0.051583,3.871543,7.19,0.28,7.52,99;
819200,3.481581,0.050695,3.868303,7.08,0.36,8.00,92;
819200,3.545587,0.062538,3.893887,7.19,0.36,8.17,92;
819200,3.536690,0.051140,3.875824,7.18,0.32,7.54,99;
819200,3.513028,0.059917,3.850093,7.14,0.32,8.36,89;
819200,3.524559,0.051304,3.884308,7.16,0.33,7.53,99;
819200,3.514484,0.061721,3.851644,7.11,0.36,8.38,89;
819200,3.481193,0.050804,3.848621,7.12,0.29,7.46,99;
819200,3.531654,0.060212,3.856142,7.22,0.28,8.43,89;
819200,3.479449,0.050835,3.851592,7.03,0.38,7.46,99;
819200,3.512961,0.059457,3.848792,7.10,0.36,8.46,88;
819200,3.527211,0.051521,3.864010,7.17,0.31,7.52,99;
819200,3.480582,0.060600,3.864423,7.07,0.38,8.36,89;
819200,3.511547,0.050763,3.849681,7.00,0.44,7.49,99;
819200,3.512448,0.059286,3.851065,7.10,0.37,8.45,88;
819200,3.479567,0.050848,3.851092,7.12,0.29,7.46,99;
819200,3.503322,0.060443,3.857346,7.17,0.29,8.45,88;
819200,3.566562,0.051638,3.861590,7.19,0.32,7.56,99;
819200,3.505781,0.059537,3.856817,7.08,0.39,8.37,89;
819200,3.505304,0.050843,3.857397,7.11,0.33,7.49,99;
