Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
1000000,0.865644,7.100925,1.214534,0.000000,0.10,0.06,8.92,1;
1000000,0.902086,6.982564,1.258445,0.000000,0.09,0.07,11.65,1;
1000000,0.906527,7.176013,1.210775,0.000000,0.10,0.06,9.09,1;
1000000,0.906703,6.975062,1.270456,0.000000,0.11,0.05,8.95,1;
1000000,0.872440,7.075685,1.219560,0.000000,0.08,0.09,8.95,1;
1000000,0.905758,7.136509,1.210115,0.000000,0.11,0.06,9.06,1;
1000000,0.870779,6.945029,1.277066,0.000000,0.11,0.05,8.88,1;
1000000,0.907212,6.961246,1.261299,0.000000,0.12,0.04,8.89,1;
1000000,0.906512,7.055301,1.209103,0.000000,0.14,0.02,8.92,1;
1000000,0.869501,7.064262,1.220537,0.000000,0.10,0.06,8.94,1;
1000000,0.871665,7.156918,1.222833,0.000000,0.07,0.07,8.97,1;
1000000,0.872604,7.271690,1.218044,0.000000,0.09,0.07,9.14,1;
1000000,0.885413,7.151674,1.223545,0.000000,0.08,0.10,9.03,2;
1000000,0.903665,7.147168,1.216150,0.000000,0.10,0.07,9.03,1;
1000000,0.879517,7.161944,1.213656,0.000000,0.09,0.07,9.04,1;
1000000,0.901694,7.045110,1.223884,0.000000,0.11,0.04,8.92,1;
1000000,0.871128,7.130729,1.213711,0.000000,0.12,0.04,8.97,1;
1000000,0.937351,7.198712,1.216669,0.000000,0.09,0.07,9.13,1;
1000000,0.869718,7.131614,1.219443,0.000000,0.11,0.07,8.97,2;
1000000,0.869276,7.132899,1.264612,0.000000,0.17,0.10,9.09,3;
1000000,0.901376,7.090514,1.215466,0.000000,0.14,0.03,8.92,1;
1000000,0.904623,7.276206,1.280198,0.000000,0.08,0.08,9.17,1;
1000000,0.909255,7.029101,1.276382,0.000000,0.07,0.07,9.03,1;
1000000,0.870154,7.224075,1.222924,0.000000,0.11,0.06,9.06,1;
1000000,0.868344,7.080789,1.272200,0.000000,0.11,0.03,9.05,1;
