Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
1000000,0.907746,22.355458,1.174572,0.000000,0.09,0.07,24.28,0;
1000000,0.868584,22.207990,1.166565,0.000000,0.10,0.06,24.05,0;
1000000,0.913258,22.256653,1.162230,0.000000,0.08,0.08,26.75,0;
1000000,0.910992,22.719928,1.164681,0.000000,0.07,0.08,24.56,0;
1000000,0.912213,22.270281,1.160997,0.000000,0.13,0.04,24.13,0;
1000000,0.903261,22.319732,1.172506,0.000000,0.10,0.04,24.17,0;
1000000,0.894218,22.524998,1.180772,0.000000,0.08,0.08,24.34,0;
1000000,0.904666,22.351401,1.167625,0.000000,0.10,0.06,24.16,0;
1000000,0.906473,22.355564,1.166218,0.000000,0.11,0.06,24.21,0;
1000000,0.941445,22.418835,1.165525,0.000000,0.07,0.08,24.92,0;
1000000,0.913354,22.377340,1.170222,0.000000,0.08,0.06,24.49,0;
1000000,0.908234,22.704699,1.166149,0.000000,0.10,0.06,24.56,0;
1000000,0.906582,22.330974,1.166357,0.000000,0.08,0.07,25.65,0;
1000000,0.904290,22.361021,1.168650,0.000000,0.11,0.06,24.44,0;
1000000,0.901187,22.702075,1.167410,0.000000,0.12,0.05,24.60,0;
1000000,0.867769,23.039285,1.171919,0.000000,0.09,0.07,24.81,0;
1000000,0.910425,22.291206,1.169193,0.000000,0.06,0.11,26.80,0;
1000000,0.899187,22.381256,1.175795,0.000000,0.13,0.04,24.20,0;
1000000,0.863568,22.473754,1.172671,0.000000,0.09,0.08,26.95,0;
1000000,0.871000,22.680177,1.172362,0.000000,0.09,0.07,24.53,0;
1000000,0.905525,22.665444,1.166096,0.000000,0.08,0.09,24.52,0;
1000000,0.947261,22.314678,1.175493,0.000000,0.13,0.03,24.19,0;
1000000,0.904661,22.339224,1.172805,0.000000,0.11,0.05,26.21,0;
1000000,0.897568,22.316449,1.170458,0.000000,0.11,0.06,25.78,0;
1000000,0.892732,23.210883,1.169220,0.000000,0.09,0.07,27.73,0;
