Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
409600,0.951252,6.663708,0.856045,0.423624,0.15,0.12,11.12,2;
409600,0.961777,6.252839,0.836290,0.406709,0.11,0.07,10.75,1;
409600,0.987951,6.667325,0.840406,0.417644,0.19,0.08,13.66,2;
409600,0.956418,7.280471,0.869590,0.456320,0.22,0.05,14.48,1;
409600,0.959020,6.799758,0.843874,0.410861,0.12,0.05,11.86,1;
409600,0.985239,6.821422,0.853735,0.444560,0.16,0.11,10.79,2;
409600,1.003474,7.127181,0.903595,0.478813,0.20,0.08,14.87,1;
409600,0.995790,6.319421,0.871437,0.404145,0.07,0.08,10.80,1;
409600,0.963244,7.257376,0.888022,0.387205,0.18,0.09,14.66,1;
409600,0.959701,6.599417,0.906498,0.405053,0.18,0.08,11.22,2;
409600,0.992229,6.825735,0.875178,0.454506,0.20,0.06,13.90,1;
409600,0.981246,6.026511,0.885962,0.456281,0.21,0.04,11.03,2;
409600,1.030555,6.005591,0.864807,0.401895,0.13,0.13,11.09,2;
409600,0.984865,6.034147,0.896902,0.423168,0.19,0.09,10.69,2;
409600,0.971626,7.381067,0.897087,0.494703,0.10,0.07,11.48,1;
409600,0.999281,5.894074,0.877869,0.391502,0.09,0.07,18.74,0;
409600,0.956949,7.157300,0.862384,0.438211,0.11,0.04,13.40,1;
409600,0.991023,7.189247,0.884425,0.495506,0.17,0.09,11.92,2;
409600,1.002726,6.721116,0.854060,0.397887,0.23,0.03,10.87,2;
409600,1.001640,7.611442,0.900814,0.429373,0.20,0.07,11.95,2;
409600,0.994915,6.868591,0.947071,0.482248,0.19,0.07,11.32,2;
409600,0.956376,6.876928,0.868357,0.462017,0.22,0.05,11.18,2;
409600,1.021167,7.926534,0.873252,0.406934,0.15,0.13,12.30,2;
409600,1.021211,6.823679,0.869569,0.391172,0.19,0.06,11.28,2;
409600,0.977267,6.212861,0.890362,0.421605,0.08,0.07,10.91,1;
