verteces,init,finalize,tarjan,user,system,elapsed,pCPU
6000,59.117334,0.001329,19.933016,76.91,2.32,93.75,84;
6000,59.829818,0.001588,19.886497,77.42,2.46,99.37,80;
6000,59.648247,0.001756,20.022812,77.60,2.25,97.16,82;
6000,59.861168,0.001983,19.887621,77.43,2.50,96.06,83;
6000,59.576320,0.001792,19.894642,77.06,2.59,96.24,82;
6000,59.611834,0.002033,19.968252,77.26,2.49,94.91,84;
6000,60.026298,0.001640,19.942615,77.86,2.29,96.01,83;
6000,59.876953,0.001631,19.934435,77.63,2.35,99.19,80;
6000,59.500532,0.001732,19.894080,77.43,2.13,97.63,81;
6000,59.749508,0.001866,19.935791,77.45,2.41,98.43,81;
6000,59.640724,0.001903,19.955957,77.40,2.37,99.60,80;
6000,59.444843,0.001969,19.892498,77.30,2.22,93.27,85;
6000,59.867510,0.001928,19.899688,77.58,2.36,92.91,86;
6000,59.575197,0.001945,19.938716,77.29,2.40,90.82,87;
6000,59.824383,0.001969,19.984339,77.65,2.33,94.37,84;
6000,59.789876,0.001962,19.885691,77.42,2.43,90.14,88;
6000,60.154404,0.001688,20.014517,77.95,2.39,102.03,78;
6000,60.005117,0.001912,20.034078,77.74,2.48,94.36,85;
6000,59.979943,0.001898,20.032274,77.65,2.54,94.81,84;
6000,59.702981,0.001956,19.891231,77.29,2.48,97.65,81;
6000,59.949981,0.001685,19.892762,77.44,2.58,96.59,82;
6000,59.532501,0.001899,19.946103,77.24,2.41,97.56,81;
6000,59.522009,0.001946,19.937762,77.21,2.43,95.07,83;
6000,59.926878,0.001706,19.895760,77.44,2.55,96.12,83;
6000,59.475200,0.001739,19.937800,77.37,2.21,98.20,81;
