verteces,init,finalize,tarjan,user,system,elapsed,pCPU
250000,3.486893,0.001746,1.307331,4.71,0.10,4.81,99;
250000,3.488526,0.001752,1.305346,4.72,0.09,4.81,99;
250000,3.492598,0.001765,1.314242,4.75,0.06,4.82,99;
250000,3.489277,0.001810,1.304009,4.68,0.12,4.81,99;
250000,3.491641,0.003061,1.306922,4.71,0.10,7.11,67;
250000,3.522041,0.001850,1.305067,4.79,0.04,5.30,91;
250000,3.487513,0.001805,1.303878,4.66,0.13,4.80,99;
250000,3.495465,0.001746,1.306967,4.70,0.10,4.82,99;
250000,3.469094,0.001744,1.299380,4.69,0.09,4.78,99;
250000,3.477825,0.003441,1.308503,4.72,0.09,6.51,73;
250000,3.517312,0.001743,1.311118,4.75,0.08,4.85,99;
250000,3.458100,0.001742,1.298396,4.67,0.09,4.77,99;
250000,3.466316,0.001743,1.303058,4.65,0.12,4.78,99;
250000,3.461550,0.001742,1.297001,4.66,0.10,4.77,99;
250000,3.463497,0.001766,1.304612,4.65,0.12,4.78,99;
250000,3.464231,0.001731,1.302449,4.70,0.07,4.78,99;
250000,3.463782,0.001755,1.302080,4.73,0.04,4.78,99;
250000,3.459414,0.001734,1.299492,4.67,0.09,4.77,99;
250000,3.469362,0.003295,1.300686,4.71,0.07,5.98,80;
250000,3.502395,0.003025,1.300947,4.68,0.14,7.28,66;
250000,3.504259,0.001871,1.297126,4.76,0.06,5.39,89;
250000,3.496127,0.001733,1.298410,4.71,0.10,4.81,99;
250000,3.475776,0.001807,1.295725,4.73,0.04,4.78,99;
250000,3.486306,0.001807,1.305421,4.73,0.06,4.81,99;
250000,3.487694,0.001814,1.305292,4.74,0.05,4.81,99;
