verteces,init,finalize,tarjan,user,system,elapsed,pCPU
10000,0.104269,0.000389,0.042687,0.14,0.00,0.15,99;
10000,0.077111,0.000515,0.040403,0.10,0.01,0.12,100;
10000,0.076739,0.000581,0.040318,0.11,0.00,0.12,99;
10000,0.076968,0.000553,0.040238,0.12,0.00,0.12,99;
10000,0.076786,0.000553,0.040283,0.11,0.01,0.12,99;
10000,0.077240,0.000552,0.040335,0.11,0.00,0.12,99;
10000,0.077105,0.000551,0.040244,0.11,0.00,0.12,99;
10000,0.076451,0.000573,0.040114,0.12,0.00,0.12,100;
10000,0.076636,0.000542,0.040078,0.12,0.00,0.12,100;
10000,0.077229,0.000545,0.040372,0.11,0.00,0.12,99;
10000,0.091878,0.000555,0.049483,0.13,0.00,0.14,99;
10000,0.077052,0.000598,0.040332,0.10,0.01,0.12,100;
10000,0.077095,0.000543,0.040620,0.10,0.02,0.12,99;
10000,0.077209,0.000561,0.040516,0.12,0.00,0.12,99;
10000,0.076914,0.000554,0.040678,0.12,0.00,0.12,100;
10000,0.076520,0.000758,0.059155,0.11,0.02,0.14,99;
10000,0.077078,0.000555,0.040434,0.12,0.00,0.12,99;
10000,0.076901,0.000549,0.040135,0.11,0.00,0.12,99;
10000,0.077129,0.000545,0.040341,0.12,0.00,0.12,99;
10000,0.076942,0.000562,0.044893,0.11,0.01,0.13,94;
10000,0.077202,0.000563,0.040253,0.12,0.00,0.12,100;
10000,0.076540,0.000558,0.040264,0.11,0.00,0.12,100;
10000,0.076930,0.000558,0.040234,0.11,0.00,0.12,99;
10000,0.076909,0.000547,0.040008,0.12,0.00,0.12,100;
10000,0.077297,0.000562,0.040568,0.12,0.00,0.12,99;
