Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
150000,1.145951,12.193503,0.350963,0.000547,0.10,0.04,14.61,1;
150000,1.156906,12.219533,0.350330,0.000540,0.09,0.07,16.28,1;
150000,1.189835,12.256098,0.349663,0.000544,0.09,0.07,14.59,1;
150000,1.143856,12.211047,0.350396,0.000543,0.10,0.06,15.92,1;
150000,1.178964,12.199859,0.351561,0.000546,0.11,0.06,16.28,1;
150000,1.161430,12.288877,0.349595,0.000541,0.11,0.03,14.64,0;
150000,1.151660,12.197198,0.350771,0.000543,0.06,0.09,14.60,1;
150000,1.143716,12.280436,0.349804,0.000550,0.09,0.05,16.32,0;
150000,1.154751,12.263289,0.351569,0.000548,0.12,0.04,14.34,1;
150000,1.149352,12.211127,0.352723,0.000544,0.12,0.04,14.86,1;
150000,1.154217,12.191539,0.349083,0.000542,0.09,0.07,14.61,1;
150000,1.162488,12.298958,0.350992,0.000542,0.11,0.05,14.65,1;
150000,1.161038,12.211804,0.348649,0.000537,0.11,0.04,14.61,1;
150000,1.147258,12.221953,0.349610,0.000542,0.06,0.10,18.59,0;
150000,1.145691,12.259377,0.349040,0.000544,0.08,0.09,14.33,1;
150000,1.148156,12.231197,0.350119,0.000568,0.07,0.08,16.68,0;
150000,1.197534,12.245558,0.348625,0.000545,0.08,0.08,14.60,1;
150000,1.150169,12.204343,0.351244,0.000549,0.10,0.06,16.94,0;
150000,1.146898,12.178313,0.351565,0.000542,0.08,0.09,15.59,1;
150000,1.153282,12.216100,0.350249,0.000552,0.12,0.04,14.63,1;
150000,1.146548,12.222634,0.350342,0.000540,0.11,0.05,14.60,1;
150000,1.150973,12.196075,0.349820,0.000549,0.09,0.09,14.34,1;
150000,1.144798,12.227247,0.352128,0.000538,0.11,0.05,14.91,1;
150000,1.149874,12.330363,0.350818,0.000540,0.10,0.06,15.92,1;
150000,1.146190,12.188185,0.350220,0.000548,0.12,0.04,16.26,1;
