Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
150000,1.160778,25.346406,0.351716,0.000568,0.13,0.04,27.45,0;
150000,1.181583,25.511526,0.350506,0.000569,0.09,0.05,29.92,0;
150000,1.195262,25.399462,0.351250,0.000561,0.10,0.06,27.46,0;
150000,1.150433,25.538378,0.350578,0.000565,0.06,0.07,27.55,0;
150000,1.147625,25.332697,0.351447,0.000570,0.13,0.02,27.42,0;
150000,1.155771,25.636929,0.351019,0.000560,0.10,0.06,27.67,0;
150000,1.179446,25.346277,0.349930,0.000563,0.09,0.05,28.88,0;
150000,1.158845,25.507971,0.351050,0.000586,0.13,0.04,27.55,0;
150000,1.156192,25.368030,0.350712,0.000568,0.13,0.03,30.07,0;
150000,1.153334,25.602013,0.350927,0.000562,0.12,0.05,27.65,0;
150000,1.154832,25.439628,0.352075,0.000571,0.13,0.04,27.54,0;
150000,1.192200,25.496157,0.350610,0.000574,0.08,0.06,27.56,0;
150000,1.149440,25.440001,0.350406,0.000563,0.08,0.08,27.49,0;
150000,1.156392,25.507813,0.351083,0.000567,0.10,0.06,27.57,0;
150000,1.190180,25.533464,0.350566,0.000567,0.07,0.08,27.61,0;
150000,1.150118,25.346921,0.350715,0.000592,0.07,0.07,27.38,0;
150000,1.149712,25.359129,0.350242,0.000570,0.11,0.06,27.42,0;
150000,1.156360,25.429530,0.350810,0.000567,0.12,0.04,27.44,0;
150000,1.154095,25.362580,0.350730,0.000563,0.12,0.05,27.43,0;
150000,1.190581,25.402784,0.350796,0.000564,0.10,0.07,27.47,0;
150000,1.146677,25.489267,0.350785,0.000563,0.09,0.05,27.50,0;
150000,1.157025,25.368492,0.352238,0.000583,0.10,0.06,28.68,0;
150000,1.155120,25.459474,0.351217,0.000561,0.07,0.07,27.49,0;
150000,1.150375,25.328982,0.351547,0.000568,0.11,0.06,30.09,0;
150000,1.148412,25.349413,0.351239,0.000572,0.07,0.08,27.37,0;
