Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
51200,0.120440,1.092927,0.069719,0.048676,0.13,0.04,2.46,7;
51200,0.120026,0.870739,0.070783,0.048612,0.05,0.11,14.44,1;
51200,0.120888,0.748784,0.070170,0.048684,0.09,0.07,2.55,6;
51200,0.119718,0.821588,0.069500,0.048366,0.07,0.09,2.18,7;
51200,0.119620,0.860552,0.070289,0.048354,0.06,0.09,2.03,8;
51200,0.121128,0.664311,0.069536,0.049411,0.11,0.05,2.00,8;
51200,0.120167,0.880683,0.069448,0.048541,0.09,0.08,2.42,7;
51200,0.119895,0.798945,0.070623,0.047724,0.40,0.11,2.11,24;
51200,0.121486,1.110018,0.071029,0.048401,0.08,0.09,2.33,7;
51200,0.123414,0.927212,0.070490,0.049483,0.08,0.07,2.19,6;
51200,0.120254,0.818637,0.070401,0.047650,0.10,0.03,2.26,6;
51200,0.121910,0.831636,0.069981,0.048250,0.10,0.06,2.07,7;
51200,0.119321,0.876268,0.070498,0.048595,0.12,0.02,2.24,6;
51200,0.124814,0.634833,0.069546,0.049043,0.11,0.04,2.12,7;
51200,0.120276,0.850810,0.069648,0.048956,0.10,0.05,2.13,7;
51200,0.120414,0.768905,0.069911,0.048908,0.10,0.06,2.14,7;
51200,0.120278,0.907134,0.069260,0.049027,0.13,0.05,3.50,5;
51200,0.120447,0.585785,0.069834,0.048408,0.08,0.08,2.38,7;
51200,0.123278,0.882411,0.070117,0.048613,0.08,0.09,2.53,6;
51200,0.120479,0.799963,0.069652,0.048781,0.13,0.04,2.17,8;
51200,0.119435,0.933453,0.070675,0.047603,0.09,0.07,2.32,7;
51200,0.121913,0.756789,0.070422,0.048534,0.11,0.06,2.17,8;
51200,0.121729,0.893214,0.070559,0.048870,0.11,0.05,2.09,8;
51200,0.120765,0.937294,0.069868,0.049035,0.09,0.06,2.45,6;
51200,0.121457,0.863090,0.069690,0.049012,0.11,0.04,2.46,6;
