Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
409600,0.958164,10.276186,0.820318,0.378098,0.10,0.06,15.06,1;
409600,0.962899,8.134021,0.814678,0.380538,0.11,0.05,18.57,0;
409600,0.963089,8.814150,0.816264,0.380969,0.14,0.04,14.37,1;
409600,0.961552,8.630443,0.815861,0.378804,0.10,0.05,16.29,1;
409600,0.954341,9.323779,0.818854,0.380748,0.08,0.08,14.60,1;
409600,0.955951,8.354750,0.813996,0.374526,0.09,0.06,13.37,1;
409600,0.959634,10.650941,0.823254,0.379833,0.08,0.06,16.22,0;
409600,0.956306,8.804620,0.815747,0.379306,0.11,0.06,19.30,0;
409600,0.956637,8.857056,0.818650,0.379437,0.08,0.08,16.23,1;
409600,0.967060,8.452991,0.815043,0.378529,0.10,0.07,13.60,1;
409600,0.969259,8.378393,0.816171,0.379034,0.10,0.05,16.10,0;
409600,0.957870,7.529451,0.820772,0.380771,0.09,0.08,13.90,1;
409600,0.957476,8.586856,0.813753,0.380223,0.09,0.07,16.32,1;
409600,0.959217,8.486072,0.818558,0.377040,0.10,0.06,13.59,1;
409600,0.959208,8.377124,0.819822,0.383058,0.07,0.09,16.66,1;
409600,0.966793,8.263999,0.816197,0.377365,0.10,0.05,16.70,0;
409600,0.959567,9.376328,0.814543,0.382843,0.09,0.05,16.33,0;
409600,0.958105,9.308617,0.816019,0.382105,0.11,0.06,16.27,1;
409600,0.958167,10.884686,0.819246,0.379494,0.13,0.03,16.26,1;
409600,0.973900,8.156477,0.820304,0.384415,0.07,0.09,13.47,1;
409600,0.961361,8.618783,0.815847,0.379877,0.11,0.05,14.46,1;
409600,0.960660,8.767472,0.820980,0.379230,0.08,0.07,14.59,1;
409600,0.959687,8.733658,0.819075,0.380142,0.21,0.03,16.28,1;
409600,0.957810,8.420636,0.819848,0.382711,0.10,0.05,14.63,1;
409600,0.966771,8.655386,0.817619,0.380511,0.09,0.05,13.53,1;
