verteces,init,finalize,tarjan,user,system,elapsed,pCPU
250000,3.462684,0.001824,1.307153,4.70,0.07,4.78,99;
250000,3.470000,0.001807,1.298638,4.68,0.09,4.78,99;
250000,3.461854,0.001844,1.298189,4.64,0.12,4.77,99;
250000,3.485592,0.001828,1.310870,4.69,0.12,4.81,99;
250000,3.481867,0.001818,1.308717,4.71,0.08,4.80,99;
250000,3.468599,0.001822,1.297175,4.64,0.13,4.78,99;
250000,3.466222,0.001850,1.303194,4.70,0.07,4.80,99;
250000,3.452983,0.003402,1.297276,4.66,0.10,7.44,64;
250000,3.483663,0.001922,1.301749,4.73,0.07,5.27,91;
250000,3.472733,0.001901,1.308848,4.70,0.08,4.80,99;
250000,3.452489,0.001787,1.300046,4.67,0.08,4.77,99;
250000,3.459522,0.001911,1.304151,4.62,0.14,5.29,90;
250000,3.450777,0.001788,1.300912,4.62,0.13,4.77,99;
250000,3.464030,0.001854,1.307342,4.68,0.09,4.79,99;
250000,3.466408,0.001825,1.312955,4.70,0.08,4.79,99;
250000,3.452722,0.001789,1.298084,4.67,0.08,4.77,99;
250000,3.471641,0.001802,1.304209,4.72,0.07,4.79,99;
250000,3.441615,0.001777,1.299934,4.67,0.07,4.76,99;
250000,3.492681,0.001896,1.305903,4.72,0.08,4.81,99;
250000,3.447222,0.001796,1.301986,4.65,0.10,4.76,99;
250000,3.448233,0.001828,1.298698,4.64,0.11,4.76,99;
250000,3.474231,0.001807,1.311554,4.70,0.10,4.80,99;
250000,3.474163,0.001873,1.306078,4.67,0.11,4.79,99;
250000,3.457014,0.001815,1.306857,4.73,0.05,4.78,99;
250000,3.477121,0.001827,1.306691,4.72,0.08,4.80,99;
