verteces,init,finalize,tarjan,user,system,elapsed,pCPU
150000,3.013464,0.001054,0.736057,3.69,0.07,3.77,99;
150000,3.050208,0.001265,0.742939,3.74,0.05,3.81,99;
150000,2.990469,0.001249,0.736666,3.69,0.03,3.74,99;
150000,3.019261,0.001334,0.740441,3.68,0.09,3.77,99;
150000,2.993921,0.001274,0.735893,3.69,0.05,3.74,99;
150000,2.992440,0.002021,0.734298,3.65,0.08,5.56,67;
150000,3.030512,0.001214,0.741213,3.74,0.04,3.78,99;
150000,3.001304,0.001245,0.735750,3.68,0.05,3.75,99;
150000,3.019637,0.001308,0.740965,3.70,0.06,3.77,99;
150000,3.021256,0.001239,0.738012,3.72,0.05,3.77,99;
150000,3.019713,0.001300,0.739399,3.72,0.04,3.77,99;
150000,3.012006,0.001304,0.737261,3.71,0.04,3.76,99;
150000,3.014771,0.001287,0.739640,3.72,0.03,3.76,99;
150000,2.998699,0.001239,0.738076,3.68,0.05,3.75,99;
150000,2.994181,0.001341,0.735357,3.70,0.04,3.74,99;
150000,3.007140,0.001264,0.741114,3.70,0.06,3.76,99;
150000,3.019091,0.001306,0.740687,3.68,0.08,3.77,99;
150000,3.017337,0.001298,0.739215,3.70,0.05,3.77,99;
150000,3.018678,0.001317,0.739263,3.69,0.08,3.77,99;
150000,2.995670,0.001280,0.733887,3.71,0.02,3.74,99;
150000,2.998411,0.001286,0.733134,3.71,0.02,3.74,99;
150000,3.016356,0.001408,0.743282,3.73,0.04,3.78,99;
150000,3.027102,0.001342,0.737623,3.71,0.06,3.77,99;
150000,3.027197,0.001323,0.741226,3.69,0.07,3.78,99;
150000,3.010275,0.002453,0.734278,3.72,0.04,5.28,71;
