Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
6000,28.495820,48.140941,2.427781,35.245376,0.09,0.08,100.44,0;
6000,28.423682,48.059878,2.370805,35.404416,0.09,0.08,102.17,0;
6000,28.349937,46.659690,2.479565,35.580299,0.12,0.05,108.41,0;
6000,28.178708,49.270607,2.419640,35.570859,0.10,0.05,105.40,0;
6000,28.310204,48.910746,2.413685,35.278636,0.08,0.09,107.55,0;
6000,28.383768,47.845998,2.379030,35.478907,0.11,0.05,100.73,0;
6000,28.400973,46.559573,2.389719,35.423346,0.12,0.05,105.46,0;
6000,27.765060,46.869187,2.485385,35.400238,0.12,0.04,97.04,0;
6000,28.368609,46.965471,2.417367,35.537909,0.09,0.07,109.59,0;
6000,28.270146,49.252634,2.435874,35.430820,0.11,0.06,100.05,0;
6000,28.218096,46.960539,2.467843,35.229522,0.11,0.06,99.33,0;
6000,28.095769,46.061627,2.346775,35.261296,0.09,0.08,103.15,0;
6000,28.285129,47.282016,2.386601,35.269886,0.10,0.06,102.21,0;
6000,28.205585,47.737108,2.543853,35.529500,0.14,0.03,102.78,0;
6000,28.188835,47.800887,2.413516,35.264176,0.11,0.05,101.26,0;
6000,28.302751,47.522191,2.412701,35.354799,0.20,0.08,103.88,0;
6000,28.054784,47.839144,2.473100,35.249495,0.11,0.06,104.46,0;
6000,28.265745,48.152086,2.501122,35.254265,0.09,0.09,104.55,0;
6000,28.063200,48.002867,2.406375,35.490936,0.09,0.06,101.09,0;
6000,28.265032,48.213008,2.382699,35.357719,0.21,0.07,98.91,0;
6000,28.288794,46.888401,2.379345,35.451955,0.12,0.03,106.34,0;
6000,28.126903,47.925939,2.408958,35.226359,0.12,0.04,101.49,0;
6000,28.066622,47.806975,2.387285,35.524045,0.10,0.07,103.18,0;
6000,28.335747,47.417064,2.473597,35.258453,0.05,0.09,101.89,0;
6000,28.475967,47.873574,2.399529,35.353548,0.12,0.04,102.73,0;
