Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
6000,24.585414,55.358238,1.388011,32.640369,0.13,0.04,81.10,0;
6000,24.613792,55.333005,1.393400,32.549821,0.13,0.05,80.94,0;
6000,24.673416,55.366419,1.386656,32.635036,0.13,0.03,81.01,0;
6000,24.649778,55.446958,1.387137,32.715244,0.11,0.05,81.09,0;
6000,24.601562,55.279498,1.387528,32.568625,0.09,0.07,80.87,0;
6000,24.556792,55.227339,1.386788,32.528571,0.10,0.06,80.79,0;
6000,24.572681,55.442019,1.388031,32.689931,0.11,0.06,81.02,0;
6000,24.620517,55.227695,1.392658,32.502336,0.13,0.04,80.86,0;
6000,24.565564,55.115694,1.386753,32.428901,0.11,0.05,80.68,0;
6000,24.694446,55.486707,1.388206,32.747005,0.12,0.02,81.19,0;
6000,24.619003,55.186955,1.392032,32.495090,0.09,0.08,80.76,0;
6000,24.658226,55.218570,1.387673,32.449891,0.12,0.03,80.85,0;
6000,24.706054,55.405409,1.387697,32.714137,0.14,0.04,81.10,0;
6000,24.600007,55.104431,1.388138,32.418194,0.10,0.08,80.73,0;
6000,24.646184,55.280733,1.387508,32.550308,0.07,0.08,80.89,0;
6000,24.756008,55.396799,1.388953,32.708893,0.08,0.07,81.12,0;
6000,24.513687,55.194978,1.384645,32.552876,0.15,0.02,80.70,0;
6000,24.519440,55.054767,1.383701,32.446461,0.08,0.07,80.55,0;
6000,24.529288,55.395078,1.385208,32.724442,0.11,0.05,80.94,0;
6000,24.556349,55.337715,1.385429,32.600658,0.11,0.05,80.84,0;
6000,24.612214,55.241464,1.383057,32.612169,0.13,0.04,80.81,0;
6000,24.551626,55.209004,1.381554,32.554217,0.08,0.06,80.68,0;
6000,24.559121,55.312291,1.384680,32.668896,0.08,0.08,80.87,0;
6000,24.560967,55.304643,1.383396,32.578134,0.11,0.06,80.85,0;
6000,24.585493,55.247501,1.385797,32.543886,0.09,0.07,80.81,0;
