Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
6000,24.590632,44.305107,2.093276,32.454339,0.14,0.04,93.76,0;
6000,24.781555,44.247013,2.088271,32.794252,0.12,0.04,95.47,0;
6000,24.683160,43.074326,2.104272,32.679125,0.10,0.06,92.15,0;
6000,25.180096,44.971482,2.158307,32.915084,0.08,0.09,94.26,0;
6000,25.777958,44.300880,2.177636,33.132073,0.14,0.03,93.41,0;
6000,25.691679,45.643821,2.203643,33.102850,0.12,0.05,91.51,0;
6000,25.592530,42.412406,2.199352,33.263939,0.10,0.05,92.02,0;
6000,25.542643,46.087647,2.188764,33.665804,0.11,0.05,94.63,0;
6000,25.870570,46.189049,2.249360,33.396046,0.10,0.07,97.71,0;
6000,25.514979,44.746474,2.248648,33.642331,0.09,0.08,97.45,0;
6000,25.734002,45.022481,2.208029,33.393727,0.10,0.06,95.18,0;
6000,26.017997,44.769363,2.219975,33.302147,0.10,0.05,97.53,0;
6000,25.787517,44.419698,2.233250,33.179660,0.11,0.05,97.77,0;
6000,25.681092,44.395531,2.270995,33.050277,0.10,0.07,96.20,0;
6000,25.509656,44.886935,2.161209,33.111605,0.07,0.09,90.85,0;
6000,25.649258,45.067852,2.182943,33.145999,0.11,0.04,98.52,0;
6000,25.579569,44.581335,2.281444,33.253370,0.12,0.02,94.22,0;
6000,25.657785,43.298851,2.222631,33.309395,0.10,0.06,93.87,0;
6000,25.880292,44.529429,2.208468,33.233960,0.09,0.07,91.72,0;
6000,25.872764,44.866803,2.198054,33.148637,0.07,0.09,93.55,0;
6000,25.586614,46.002049,2.281518,32.958146,0.09,0.06,94.89,0;
6000,25.795360,46.246120,2.210130,33.704879,0.10,0.06,104.22,0;
6000,25.508766,45.451464,2.205378,33.241041,0.07,0.07,91.27,0;
6000,25.714623,45.114367,2.209392,33.196601,0.10,0.06,94.60,0;
6000,25.914409,42.437174,2.269004,33.223787,0.11,0.05,99.01,0;
