Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
6000,25.446970,44.366240,2.249948,33.231716,0.10,0.07,98.70,0;
6000,26.069745,45.564217,2.293816,33.846116,0.19,0.08,99.11,0;
6000,26.722656,46.570655,2.276946,34.046738,0.17,0.11,97.18,0;
6000,27.192277,46.969637,2.300002,34.496819,0.20,0.05,106.08,0;
6000,27.391875,45.028931,2.319507,34.966472,0.21,0.08,98.64,0;
6000,27.477354,48.321432,2.337765,35.021228,0.18,0.11,108.88,0;
6000,27.818315,48.039268,2.390009,35.394144,0.13,0.04,106.79,0;
6000,27.563381,46.266559,2.446486,35.049404,0.10,0.08,100.76,0;
6000,27.691680,48.207791,2.453655,35.424927,0.20,0.07,104.44,0;
6000,27.903042,47.138369,2.394926,35.121698,0.13,0.03,103.55,0;
6000,27.976446,48.132571,2.407760,35.368415,0.10,0.05,99.71,0;
6000,27.972591,48.902411,2.457123,35.798384,0.10,0.06,116.38,0;
6000,27.880773,48.390249,2.480613,35.299654,0.23,0.05,102.70,0;
6000,27.804341,48.605121,2.437414,35.201976,0.10,0.06,105.51,0;
6000,28.098459,47.699238,2.409951,35.383985,0.12,0.04,103.19,0;
6000,27.965734,51.121416,2.483911,35.945256,0.09,0.05,101.85,0;
6000,27.812672,47.967974,2.555167,35.554085,0.07,0.10,109.27,0;
6000,27.930174,47.000455,2.405779,35.792721,0.10,0.06,100.66,0;
6000,28.139965,49.379294,2.427335,35.450719,0.09,0.08,102.86,0;
6000,27.962310,47.818600,2.398400,35.144132,0.12,0.05,103.60,0;
6000,28.178060,48.703770,2.435759,35.733869,0.12,0.04,103.17,0;
6000,27.970724,47.328890,2.539775,35.285902,0.11,0.06,100.51,0;
6000,27.766365,45.694079,2.427995,35.376651,0.12,0.06,97.60,0;
6000,27.942182,48.833259,2.396396,35.469475,0.09,0.07,103.22,0;
6000,27.944397,48.780223,2.476406,35.409890,0.08,0.09,105.59,0;
