verteces,init,finalize,tarjan,user,system,elapsed,pCPU
409600,1.752141,0.026058,1.924041,3.51,0.20,3.74,99;
409600,1.756940,0.025955,1.925571,3.56,0.15,3.74,99;
409600,1.747263,0.026296,1.935297,3.52,0.19,3.74,99;
409600,1.740430,0.025896,1.927807,3.58,0.13,3.73,99;
409600,1.740680,0.025997,1.930626,3.55,0.15,3.73,99;
409600,1.759889,0.026365,1.930648,3.61,0.11,3.75,99;
409600,1.745881,0.031379,1.926052,3.53,0.21,13.18,28;
409600,1.776542,0.028051,1.924790,3.57,0.18,9.08,41;
409600,1.774368,0.026178,1.940817,3.58,0.17,3.79,99;
409600,1.763744,0.026300,1.927093,3.61,0.11,3.75,99;
409600,1.777388,0.026037,1.925340,3.58,0.15,3.76,99;
409600,1.749608,0.026185,1.941825,3.52,0.20,3.75,99;
409600,1.738261,0.025914,1.919655,3.56,0.14,3.72,99;
409600,1.759769,0.026244,1.931653,3.63,0.09,3.75,99;
409600,1.755525,0.025992,1.919783,3.55,0.16,3.73,99;
409600,1.740157,0.025986,1.929247,3.54,0.16,3.73,99;
409600,1.750884,0.026175,1.942628,3.61,0.12,3.75,99;
409600,1.766403,0.026138,1.933532,3.62,0.11,3.76,99;
409600,1.742417,0.026306,1.935067,3.61,0.11,3.75,99;
409600,1.763477,0.026342,1.927640,3.62,0.10,3.75,99;
409600,1.752290,0.025898,1.923957,3.63,0.08,3.74,99;
409600,1.752879,0.028451,1.925725,3.55,0.18,6.43,58;
409600,1.772362,0.029628,1.926922,3.54,0.21,6.08,61;
409600,1.754483,0.025997,1.929597,3.55,0.17,3.75,99;
409600,1.766467,0.026143,1.934110,3.58,0.17,3.76,99;
