Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
51200,0.123382,0.887185,0.070476,0.048874,0.18,0.09,1.98,13;
51200,0.120805,0.618029,0.069037,0.047875,0.21,0.06,2.00,14;
51200,0.119382,0.608215,0.073013,0.054678,0.14,0.04,1.99,9;
51200,0.120336,0.937069,0.069850,0.047899,0.06,0.10,2.30,7;
51200,0.119371,0.743019,0.070091,0.048236,0.06,0.09,2.10,7;
51200,0.121142,0.692931,0.069938,0.048366,0.12,0.05,4.75,3;
51200,0.121225,0.700584,0.069630,0.049356,0.11,0.05,1.88,8;
51200,0.119179,0.619251,0.071321,0.053370,0.12,0.03,2.09,8;
51200,0.120226,0.988250,0.070033,0.047591,0.06,0.11,2.21,8;
51200,0.120206,0.645416,0.070293,0.049306,0.10,0.06,1.98,8;
51200,0.125484,0.719602,0.072194,0.051089,0.08,0.07,8.85,1;
51200,0.119302,0.742118,0.069211,0.048657,0.11,0.04,4.21,3;
51200,0.123599,0.802028,0.069635,0.049365,0.11,0.06,2.26,7;
51200,0.120406,0.535774,0.069741,0.048121,0.12,0.05,2.02,8;
51200,0.121236,0.758765,0.069208,0.049306,0.11,0.03,2.00,7;
51200,0.124531,0.971656,0.073535,0.051275,0.10,0.05,2.12,7;
51200,0.119336,0.583727,0.070902,0.049057,0.17,0.11,1.87,15;
51200,0.121307,0.782537,0.070479,0.048445,0.12,0.04,4.66,3;
51200,0.120513,0.515561,0.073629,0.054100,0.11,0.04,1.97,8;
51200,0.120074,0.506828,0.069864,0.048886,0.08,0.08,2.07,8;
51200,0.121030,0.839017,0.069879,0.048426,0.07,0.10,2.20,8;
51200,0.121307,0.838924,0.072859,0.052134,0.11,0.05,2.06,8;
51200,0.119660,0.610332,0.070004,0.048058,0.06,0.08,1.82,8;
51200,0.126092,0.530132,0.074174,0.052548,0.09,0.05,1.84,8;
51200,0.119740,0.600990,0.069393,0.048325,0.11,0.06,4.53,3;
