Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
51200,0.121177,0.765762,0.070281,0.048643,0.05,0.10,1.95,8;
51200,0.120832,0.784917,0.070301,0.048039,0.11,0.05,2.16,7;
51200,0.120486,0.637403,0.070589,0.048371,0.14,0.03,2.24,7;
51200,0.122640,0.827456,0.070608,0.049340,0.08,0.08,2.09,8;
51200,0.121549,0.732567,0.070499,0.048388,0.06,0.11,2.27,7;
51200,0.122159,0.848849,0.069467,0.049303,0.07,0.09,2.48,6;
51200,0.120828,0.751544,0.070095,0.049261,0.11,0.06,7.52,2;
51200,0.125364,0.651109,0.070647,0.048532,0.11,0.05,2.06,8;
51200,0.126958,0.694046,0.069542,0.049020,0.11,0.05,2.11,7;
51200,0.121068,0.927654,0.069814,0.048159,0.13,0.03,2.38,7;
51200,0.122042,0.831078,0.070419,0.049345,0.11,0.02,2.43,6;
51200,0.119648,0.882700,0.070919,0.048042,0.09,0.07,2.17,7;
51200,0.125008,0.725071,0.070069,0.048647,0.09,0.06,2.37,6;
51200,0.119820,0.753061,0.070839,0.047989,0.10,0.06,2.26,7;
51200,0.120158,0.828447,0.070231,0.048533,0.09,0.07,2.28,7;
51200,0.120859,0.643438,0.069794,0.048437,0.11,0.04,2.27,7;
51200,0.122194,0.796903,0.069979,0.049184,0.11,0.05,2.24,7;
51200,0.120649,0.896629,0.070134,0.047999,0.11,0.05,2.13,7;
51200,0.124903,0.856672,0.070208,0.048904,0.11,0.06,2.25,7;
51200,0.121584,0.828456,0.070278,0.048385,0.06,0.11,2.03,8;
51200,0.121300,0.805681,0.070144,0.048687,0.10,0.06,3.22,5;
51200,0.125849,0.813669,0.070414,0.050052,0.10,0.07,1.99,8;
51200,0.119479,0.809403,0.070349,0.049209,0.09,0.09,1.88,9;
51200,0.120463,0.849974,0.070239,0.047859,0.13,0.03,2.20,7;
51200,0.123347,0.718655,0.069242,0.048544,0.11,0.06,2.36,7;
