Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
10000,0.036039,0.357192,0.011029,0.000239,0.28,0.10,1.26,30;
10000,0.036198,0.357420,0.010925,0.000246,0.07,0.09,8.46,1;
10000,0.056541,0.379150,0.011439,0.000248,0.28,0.09,1.30,29;
10000,0.036121,0.355213,0.011101,0.000272,0.17,0.09,1.23,22;
10000,0.036957,0.368503,0.011039,0.000247,0.15,0.11,1.30,20;
10000,0.036263,0.390149,0.011621,0.000247,0.12,0.04,1.29,12;
10000,0.036598,0.354858,0.010996,0.000246,0.15,0.13,1.26,22;
10000,0.036061,0.356499,0.011079,0.000246,0.16,0.08,1.27,19;
10000,0.036116,0.405009,0.011737,0.000249,0.11,0.06,1.31,13;
10000,0.036036,0.354730,0.011026,0.000239,0.11,0.05,1.27,12;
10000,0.036272,0.361647,0.011060,0.000245,0.08,0.07,1.31,12;
10000,0.036234,0.389377,0.011596,0.000247,0.11,0.05,1.20,13;
10000,0.035822,0.356092,0.011017,0.000243,0.16,0.11,1.26,22;
10000,0.036201,0.355590,0.010959,0.000241,0.11,0.04,1.30,12;
10000,0.036060,0.397988,0.011792,0.000241,0.19,0.08,1.28,21;
10000,0.036070,0.354833,0.010963,0.000238,0.37,0.10,1.23,38;
10000,0.036165,0.354991,0.011011,0.000245,0.22,0.04,1.29,20;
10000,0.035919,0.400549,0.011947,0.000247,0.09,0.05,1.28,10;
10000,0.037417,0.356753,0.011149,0.000231,0.15,0.03,1.26,14;
10000,0.036410,0.357860,0.011043,0.000238,0.18,0.08,1.30,21;
10000,0.038788,0.404786,0.012118,0.000241,0.07,0.09,1.32,13;
10000,0.036257,0.358577,0.011085,0.000237,0.13,0.04,1.26,13;
10000,0.036065,0.356345,0.011035,0.000242,0.28,0.09,1.28,29;
10000,0.036106,0.387199,0.011882,0.000240,0.27,0.10,1.28,29;
10000,0.036025,0.355797,0.010951,0.000248,0.08,0.05,3.36,4;
