verteces,init,finalize,tarjan,user,system,elapsed,pCPU
150000,3.023671,0.001332,0.733904,3.69,0.07,3.77,99;
150000,2.989913,0.001286,0.729856,3.66,0.07,3.73,99;
150000,2.985786,0.001309,0.730417,3.64,0.07,3.73,99;
150000,3.009663,0.002510,0.735172,3.67,0.08,9.43,39;
150000,3.033400,0.002435,0.732586,3.67,0.10,5.96,63;
150000,3.011063,0.002448,0.731242,3.71,0.04,9.01,41;
150000,3.054610,0.001372,0.738354,3.75,0.04,3.81,99;
150000,3.008131,0.001402,0.736777,3.69,0.05,3.76,99;
150000,3.007667,0.001345,0.735380,3.67,0.08,3.75,99;
150000,3.017732,0.001343,0.738507,3.73,0.02,3.77,99;
150000,3.015454,0.001347,0.736634,3.72,0.03,3.76,99;
150000,2.992313,0.001300,0.735290,3.69,0.03,3.74,99;
150000,3.019884,0.001319,0.736431,3.65,0.10,3.77,99;
150000,2.991285,0.001301,0.731262,3.67,0.05,3.73,99;
150000,3.020646,0.001295,0.731782,3.68,0.07,3.76,99;
150000,3.016854,0.001286,0.736803,3.65,0.10,3.76,99;
150000,3.017930,0.001285,0.739233,3.68,0.07,3.77,99;
150000,3.029618,0.001293,0.734780,3.71,0.05,3.77,99;
150000,2.994177,0.001318,0.734211,3.70,0.04,3.74,99;
150000,3.017091,0.001331,0.738428,3.70,0.05,3.77,99;
150000,2.988367,0.001268,0.733682,3.67,0.05,3.73,99;
150000,2.998706,0.001304,0.734279,3.64,0.09,3.74,99;
150000,3.016669,0.001308,0.737790,3.70,0.05,3.77,99;
150000,3.006901,0.001305,0.735397,3.69,0.05,3.75,99;
150000,3.002390,0.001325,0.730416,3.68,0.05,3.74,99;
