Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
409600,0.956575,14.920235,0.817056,0.369273,0.11,0.05,22.14,0;
409600,0.953885,14.921788,0.816902,0.373090,0.10,0.06,16.81,0;
409600,0.958860,15.071443,0.816110,0.369276,0.11,0.05,19.63,0;
409600,0.953410,15.051665,0.818850,0.366790,0.10,0.06,17.00,0;
409600,0.956268,15.200906,0.816174,0.368565,0.08,0.07,17.14,0;
409600,0.957646,14.891909,0.816997,0.367371,0.13,0.04,22.19,0;
409600,0.954409,14.925537,0.819008,0.369896,0.09,0.05,16.84,0;
409600,0.959286,15.096775,0.810384,0.370437,0.06,0.11,19.73,0;
409600,0.978685,14.930032,0.816019,0.380451,0.07,0.09,16.89,1;
409600,0.964849,14.969016,0.817503,0.370646,0.07,0.09,22.25,0;
409600,0.957365,15.181546,0.818743,0.367983,0.11,0.05,17.14,0;
409600,0.969009,14.955989,0.821798,0.367453,0.05,0.12,19.59,0;
409600,0.963926,15.036182,0.818339,0.369960,0.13,0.03,19.59,0;
409600,0.956341,14.928850,0.820199,0.375975,0.11,0.06,22.16,0;
409600,0.973793,15.367694,0.819400,0.380167,0.11,0.05,19.96,0;
409600,0.995476,15.189977,0.819291,0.376097,0.11,0.05,19.82,0;
409600,0.961569,15.135680,0.818376,0.373097,0.07,0.08,19.71,0;
409600,0.966424,14.975003,0.817676,0.369165,0.11,0.04,19.56,0;
409600,0.954083,15.129055,0.817539,0.371027,0.08,0.08,17.07,0;
409600,0.954721,14.930696,0.818549,0.367163,0.07,0.07,19.48,0;
409600,0.963540,14.922168,0.819003,0.367825,0.09,0.05,16.84,0;
409600,0.962086,15.080519,0.820326,0.366949,0.12,0.04,17.00,0;
409600,0.955565,14.966149,0.818528,0.368202,0.12,0.02,16.88,0;
409600,0.963613,15.222479,0.819630,0.374090,0.14,0.03,17.13,1;
409600,0.970739,14.979512,0.818753,0.371757,0.10,0.07,17.28,1;
