Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
409600,0.988663,6.755579,0.875103,0.400639,0.16,0.09,11.18,2;
409600,0.959034,7.417369,0.869266,0.408075,0.10,0.04,14.22,1;
409600,0.996677,7.190904,0.912006,0.415433,0.43,0.06,16.97,2;
409600,1.015687,7.712336,0.908105,0.461131,0.09,0.06,13.73,1;
409600,0.954812,7.323928,0.894130,0.427033,0.09,0.07,14.35,1;
409600,1.014414,7.399914,0.907340,0.494276,0.24,0.03,12.10,2;
409600,0.989895,6.447309,0.928507,0.419107,0.17,0.09,13.62,1;
409600,1.040904,7.628418,0.844322,0.398997,0.09,0.06,11.94,1;
409600,1.035155,6.882371,0.899950,0.422602,0.18,0.09,11.02,2;
409600,0.995475,6.640743,0.889714,0.410672,0.11,0.05,11.60,1;
409600,0.990324,7.030494,0.878168,0.421589,0.22,0.06,11.50,2;
409600,1.006783,7.636388,0.891745,0.419282,0.21,0.06,12.04,2;
409600,1.031589,5.701675,0.927966,0.444059,0.20,0.07,12.39,2;
409600,0.996766,6.879399,0.850376,0.403338,0.23,0.05,11.10,2;
409600,1.021191,7.441389,0.888313,0.487234,0.18,0.08,13.07,2;
409600,1.003684,7.310369,0.885073,0.419013,0.18,0.09,11.90,2;
409600,1.003419,7.430266,0.883472,0.409614,0.17,0.09,11.66,2;
409600,1.032889,7.084411,0.938659,0.461932,0.18,0.09,13.26,2;
409600,1.027315,7.367340,0.936113,0.459330,0.21,0.05,13.42,2;
409600,0.984515,7.779479,0.908231,0.421542,0.21,0.07,14.60,1;
409600,0.975272,7.152341,0.936979,0.467495,0.12,0.06,11.63,1;
409600,1.017299,6.520286,0.896587,0.428781,0.22,0.06,11.60,2;
409600,1.017735,6.947185,0.904304,0.455864,0.20,0.07,14.87,1;
409600,0.983730,6.964289,0.899882,0.405007,0.15,0.12,12.58,2;
409600,0.959711,7.338840,0.861931,0.395387,0.13,0.03,11.64,1;
