verteces,init,finalize,tarjan,user,system,elapsed,pCPU
250000,3.491281,0.001604,1.305258,4.74,0.07,4.81,99;
250000,3.462511,0.001777,1.297615,4.71,0.05,4.77,99;
250000,3.495371,0.001845,1.308361,4.73,0.09,4.82,99;
250000,3.482753,0.001761,1.306076,4.71,0.08,4.80,99;
250000,3.494905,0.003125,1.305531,4.74,0.07,6.12,78;
250000,3.523226,0.003545,1.306852,4.77,0.08,10.64,45;
250000,3.442100,0.001733,1.303980,4.66,0.09,4.76,99;
250000,3.479812,0.001756,1.307880,4.75,0.04,4.80,99;
250000,3.490139,0.001706,1.304026,4.74,0.07,4.81,99;
250000,3.477556,0.001733,1.303576,4.64,0.14,4.80,99;
250000,3.456782,0.001705,1.297295,4.68,0.09,4.77,99;
250000,3.478708,0.001781,1.308527,4.71,0.09,4.80,99;
250000,3.490323,0.001693,1.305548,4.70,0.11,4.81,99;
250000,3.466020,0.001716,1.296633,4.71,0.05,4.78,99;
250000,3.455066,0.001719,1.300298,4.66,0.11,4.77,99;
250000,3.464778,0.001787,1.298356,4.69,0.07,4.78,99;
250000,3.476486,0.001777,1.305088,4.65,0.13,4.80,99;
250000,3.486713,0.001779,1.307328,4.72,0.08,4.81,99;
250000,3.481942,0.001766,1.310228,4.70,0.09,4.81,99;
250000,3.489926,0.001885,1.307029,4.72,0.08,5.54,86;
250000,3.539411,0.001725,1.310381,4.74,0.11,4.87,99;
250000,3.479676,0.001733,1.305332,4.72,0.08,4.80,99;
250000,3.489908,0.001786,1.305764,4.70,0.10,4.81,99;
250000,3.463510,0.001727,1.296519,4.68,0.08,4.77,99;
250000,3.485936,0.001749,1.307215,4.71,0.08,4.81,99;
