Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
250000,1.431245,45.480701,0.602173,0.000973,0.09,0.06,47.79,0;
250000,1.440197,45.535737,0.604079,0.000965,0.09,0.07,49.01,0;
250000,1.435412,45.741961,0.602736,0.000962,0.10,0.07,50.24,0;
250000,1.431600,45.458424,0.604246,0.000972,0.09,0.08,49.89,0;
250000,1.439701,45.444828,0.601793,0.000964,0.11,0.04,49.88,0;
250000,1.440810,45.611144,0.602785,0.000977,0.07,0.10,49.89,0;
250000,1.437338,45.625519,0.602300,0.000966,0.11,0.06,47.96,0;
250000,1.459184,45.487227,0.603585,0.000969,0.14,0.03,50.29,0;
250000,1.451437,45.829377,0.602639,0.000983,0.09,0.07,48.17,0;
250000,1.447733,45.568684,0.603979,0.000952,0.06,0.07,48.78,0;
250000,1.472700,45.573153,0.602584,0.000969,0.08,0.08,47.94,0;
250000,1.426213,45.811818,0.602032,0.000962,0.09,0.05,48.14,0;
250000,1.454061,45.649888,0.601980,0.000975,0.09,0.07,47.97,0;
250000,1.445516,45.447774,0.602739,0.000974,0.14,0.03,49.00,0;
250000,1.444209,45.493498,0.604367,0.000977,0.11,0.05,47.86,0;
250000,1.435944,45.771308,0.602206,0.000996,0.08,0.08,48.10,0;
250000,1.442751,45.577771,0.604191,0.000973,0.13,0.04,50.15,0;
250000,1.435812,45.767164,0.603634,0.000976,0.11,0.05,50.75,0;
250000,1.429505,45.470822,0.602002,0.000987,0.11,0.06,52.25,0;
250000,1.430124,45.477943,0.602929,0.000963,0.11,0.05,47.94,0;
250000,1.440346,45.720937,0.602788,0.000962,0.09,0.07,50.71,0;
250000,1.435534,45.653789,0.603686,0.000967,0.09,0.08,49.43,0;
250000,1.432486,45.483635,0.602162,0.000963,0.11,0.07,50.25,0;
250000,1.446087,45.757931,0.603860,0.000975,0.08,0.06,49.87,0;
250000,1.446272,45.650267,0.603343,0.000967,0.10,0.06,49.90,0;
