verteces,init,finalize,tarjan,user,system,elapsed,pCPU
10000,0.076977,0.000555,0.040075,0.12,0.00,0.12,99;
10000,0.092104,0.000611,0.051175,0.13,0.01,0.15,98;
10000,0.076882,0.000551,0.040693,0.12,0.00,0.12,100;
10000,0.076782,0.000545,0.040402,0.11,0.01,0.12,99;
10000,0.077210,0.000560,0.040411,0.12,0.00,0.12,100;
10000,0.077466,0.000558,0.040692,0.11,0.00,0.12,98;
10000,0.076942,0.000563,0.040901,0.12,0.00,0.12,99;
10000,0.076730,0.000555,0.040947,0.09,0.02,0.12,98;
10000,0.076539,0.000563,0.040118,0.12,0.00,0.12,100;
10000,0.077158,0.000552,0.040135,0.12,0.00,0.12,99;
10000,0.076899,0.000539,0.040193,0.09,0.02,0.12,99;
10000,0.076919,0.000591,0.040341,0.10,0.01,0.12,98;
10000,0.077512,0.000569,0.040587,0.12,0.00,0.12,99;
10000,0.076617,0.000562,0.039996,0.12,0.00,0.12,100;
10000,0.076591,0.000551,0.040445,0.11,0.00,0.12,99;
10000,0.077318,0.000692,0.040469,0.11,0.00,2.69,4;
10000,0.117442,0.000745,0.046641,0.15,0.01,5.29,3;
10000,0.113772,0.000506,0.047029,0.14,0.02,0.17,99;
10000,0.076782,0.000895,0.040210,0.12,0.00,5.07,2;
10000,0.091812,0.000569,0.040655,0.13,0.01,0.14,100;
10000,0.076550,0.000559,0.040410,0.10,0.01,0.12,99;
10000,0.077221,0.000621,0.040524,0.12,0.00,0.12,100;
10000,0.076896,0.000591,0.040448,0.10,0.01,0.12,100;
10000,0.076977,0.000555,0.040230,0.12,0.00,0.12,99;
10000,0.101633,0.000547,0.040245,0.13,0.01,0.15,98;
