verteces,init,finalize,tarjan,user,system,elapsed,pCPU
150000,3.040208,0.002308,0.732263,3.73,0.05,5.28,71;
150000,3.041290,0.001323,0.737325,3.72,0.07,3.80,99;
150000,3.023140,0.001308,0.739210,3.73,0.03,3.77,99;
150000,3.002592,0.001333,0.730838,3.71,0.02,3.74,99;
150000,3.025160,0.001232,0.739365,3.68,0.08,3.78,99;
150000,3.008203,0.001337,0.737772,3.66,0.08,3.76,99;
150000,3.008995,0.001299,0.734190,3.70,0.04,3.75,99;
150000,3.009339,0.001318,0.734256,3.71,0.04,3.75,99;
150000,3.019295,0.001394,0.736298,3.71,0.04,3.77,99;
150000,2.997482,0.001289,0.734207,3.70,0.04,3.74,99;
150000,3.007919,0.002274,0.737244,3.71,0.05,6.43,58;
150000,3.036960,0.002398,0.736283,3.70,0.09,5.29,71;
150000,3.061045,0.002398,0.737283,3.76,0.05,5.60,68;
150000,3.025289,0.002224,0.732579,3.69,0.09,6.45,58;
150000,3.062550,0.001304,0.734847,3.71,0.09,3.81,99;
150000,3.004662,0.001286,0.739427,3.71,0.03,3.75,99;
150000,2.994461,0.001313,0.735116,3.69,0.04,3.74,99;
150000,3.011303,0.001263,0.733351,3.71,0.03,3.75,99;
150000,3.002251,0.001281,0.737758,3.68,0.06,3.75,99;
150000,3.025949,0.001373,0.737762,3.71,0.06,3.77,99;
150000,2.990955,0.001278,0.733345,3.64,0.09,3.73,99;
150000,3.016559,0.001327,0.736585,3.65,0.10,3.76,99;
150000,3.010715,0.001331,0.737135,3.68,0.08,3.76,99;
150000,3.006785,0.001292,0.733345,3.67,0.08,3.75,99;
150000,3.009694,0.002354,0.737530,3.71,0.04,4.84,77;
