Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
250000,1.465354,12.087243,0.622093,0.000971,0.10,0.05,20.16,0;
250000,1.460965,11.974698,0.630094,0.000969,0.09,0.07,19.00,0;
250000,1.478219,12.581858,0.646794,0.000966,0.22,0.08,22.13,1;
250000,1.470105,12.824193,0.646312,0.000970,0.09,0.04,20.54,0;
250000,1.462142,12.609174,0.655183,0.001035,0.10,0.07,19.23,0;
250000,1.447585,12.080024,0.644351,0.000975,0.11,0.05,19.14,0;
250000,1.450222,12.158621,0.641817,0.001299,0.08,0.07,22.39,0;
250000,1.484536,11.502664,0.649182,0.000961,0.05,0.09,18.46,0;
250000,1.502867,12.481113,0.626497,0.000951,0.09,0.08,19.06,0;
250000,1.466014,11.170187,0.636227,0.000951,0.10,0.07,20.43,0;
250000,1.548147,12.581547,0.649177,0.000985,0.12,0.04,20.23,0;
250000,1.496821,12.026549,0.638420,0.001003,0.11,0.06,21.45,0;
250000,1.530952,12.172271,0.638891,0.001031,0.14,0.03,20.16,0;
250000,1.573990,12.837867,0.651734,0.000956,0.11,0.05,20.18,0;
250000,1.505162,12.095900,0.663589,0.000996,0.12,0.04,21.48,0;
250000,1.493748,14.037811,0.657925,0.000998,0.11,0.05,19.66,0;
250000,1.486336,11.190785,0.650233,0.000975,0.13,0.03,19.40,0;
250000,1.466202,12.688057,0.639937,0.000981,0.11,0.05,20.20,0;
250000,1.462384,11.844085,0.637800,0.001021,0.09,0.07,20.16,0;
250000,1.453747,12.523847,0.665953,0.000958,0.13,0.04,20.19,0;
250000,1.435441,11.828175,0.660274,0.000979,0.11,0.05,20.17,0;
250000,1.514486,11.845771,0.644964,0.001287,0.18,0.07,20.20,1;
250000,1.489106,12.560613,0.677486,0.001276,0.10,0.06,20.18,0;
250000,1.513623,12.752601,0.634562,0.000992,0.11,0.06,20.15,0;
250000,1.501474,12.270773,0.655254,0.000963,0.20,0.07,20.21,1;
