Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
6000,24.620451,55.221008,1.391158,32.556963,0.08,0.08,83.49,0;
6000,24.608691,55.305110,1.384703,32.578744,0.10,0.05,80.86,0;
6000,24.598785,55.356549,1.384445,32.582148,0.13,0.04,80.94,0;
6000,24.611633,55.462686,1.391017,32.683109,0.09,0.06,81.00,0;
6000,24.534463,55.362827,1.390672,32.631654,0.08,0.06,80.86,0;
6000,24.574826,55.349789,1.386066,32.591424,0.10,0.07,80.92,0;
6000,24.587774,55.432450,1.383955,32.735480,0.09,0.07,81.04,0;
6000,24.691440,55.463795,1.391692,32.734417,0.12,0.04,81.13,0;
6000,24.626318,55.334429,1.385416,32.643432,0.12,0.05,80.93,0;
6000,24.586761,55.203108,1.383186,32.512596,0.11,0.05,80.75,0;
6000,24.564258,55.327747,1.391788,32.567455,0.08,0.07,80.79,0;
6000,24.588941,55.429346,1.385876,32.733858,0.12,0.03,80.98,0;
6000,24.637466,55.330440,1.389707,32.635011,0.11,0.06,80.96,0;
6000,24.622634,55.196568,1.390847,32.447480,0.10,0.07,80.81,0;
6000,24.558619,55.366596,1.384412,32.594505,0.13,0.04,80.91,0;
6000,24.661429,55.537844,1.385835,32.812366,0.11,0.06,81.19,0;
6000,24.634531,55.292339,1.388645,32.485559,0.09,0.09,80.97,0;
6000,24.686874,55.402765,1.387943,32.690213,0.12,0.05,81.07,0;
6000,24.622352,55.216660,1.393258,32.574904,0.12,0.05,80.85,0;
6000,24.609185,55.262417,1.385940,32.560310,0.11,0.06,80.86,0;
6000,24.666595,55.432474,1.385202,32.738199,0.09,0.07,81.04,0;
6000,24.613202,55.251993,1.388276,32.523429,0.12,0.05,80.83,0;
6000,24.637154,55.248255,1.388317,32.528067,0.11,0.06,80.85,0;
6000,24.590938,55.243831,1.386265,32.540418,0.09,0.05,80.81,0;
6000,24.648422,55.214326,1.392756,32.491744,0.10,0.06,80.87,0;
