Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
6000,25.717072,45.081996,2.281174,33.387561,0.09,0.06,98.88,0;
6000,25.652490,45.859041,2.224502,33.208703,0.09,0.07,97.06,0;
6000,25.787983,44.734884,2.201456,33.130478,0.09,0.05,94.21,0;
6000,25.828912,44.669823,2.202789,33.063748,0.08,0.06,91.93,0;
6000,25.757924,44.059946,2.195031,33.077750,0.08,0.09,93.96,0;
6000,25.733117,44.811605,2.210964,33.134854,0.09,0.06,93.93,0;
6000,25.594953,45.385677,2.239997,33.012617,0.09,0.07,97.50,0;
6000,25.770827,44.504504,2.255536,33.295697,0.10,0.07,99.85,0;
6000,25.717260,43.437955,2.206769,33.088690,0.11,0.05,95.24,0;
6000,25.728530,43.747526,2.218141,33.242373,0.12,0.05,91.46,0;
6000,25.652770,44.463768,2.168746,33.224151,0.09,0.07,97.00,0;
6000,25.780103,45.526602,2.206655,33.260594,0.09,0.07,94.93,0;
6000,25.639017,44.313125,2.247938,32.992568,0.12,0.03,95.46,0;
6000,25.495849,45.545933,2.137662,33.254049,0.10,0.05,97.18,0;
6000,25.636090,46.018667,2.226357,33.279071,0.08,0.06,97.09,0;
6000,25.968927,45.662953,2.206979,32.945760,0.13,0.03,104.43,0;
6000,25.656615,45.701746,2.162706,33.130476,0.11,0.05,91.63,0;
6000,25.529046,43.590792,2.241357,33.094406,0.13,0.04,86.96,0;
6000,25.727677,44.543426,2.256249,33.166547,0.10,0.07,92.37,0;
6000,25.804681,44.912369,2.192566,32.949388,0.08,0.07,98.54,0;
6000,25.895402,45.024910,2.238870,33.066226,0.10,0.06,90.01,0;
6000,25.596212,41.742884,2.170719,33.075254,0.12,0.05,90.87,0;
6000,25.712552,44.841785,2.142755,32.981310,0.11,0.06,92.07,0;
6000,25.611370,44.929186,2.224943,33.025082,0.11,0.05,91.73,0;
6000,25.565586,44.832414,2.237083,32.932700,0.14,0.03,99.90,0;
