Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
1000000,0.872927,23.191572,1.164574,0.000000,0.11,0.06,27.86,0;
1000000,0.870320,22.764969,1.165066,0.000000,0.11,0.06,27.24,0;
1000000,0.873005,22.631303,1.170535,0.000000,0.11,0.05,24.44,0;
1000000,0.903021,22.060855,1.170058,0.000000,0.10,0.06,23.91,0;
1000000,0.874404,22.225293,1.167091,0.000000,0.11,0.03,24.10,0;
1000000,0.895866,22.349619,1.168683,0.000000,0.10,0.06,24.20,0;
1000000,0.926688,22.575407,1.166231,0.000000,0.09,0.05,24.47,0;
1000000,0.869807,22.509030,1.168361,0.000000,0.09,0.06,24.31,0;
1000000,0.872242,22.315053,1.170680,0.000000,0.13,0.04,24.14,0;
1000000,0.871067,22.818013,1.166522,0.000000,0.11,0.04,24.62,0;
1000000,0.903527,22.298660,1.163665,0.000000,0.11,0.06,24.15,0;
1000000,0.919069,22.309575,1.164030,0.000000,0.13,0.03,26.62,0;
1000000,0.875451,23.040657,1.176434,0.000000,0.11,0.05,24.91,0;
1000000,0.871579,22.381827,1.170424,0.000000,0.10,0.06,24.22,0;
1000000,0.866851,22.439020,1.169645,0.000000,0.12,0.04,24.43,0;
1000000,0.871755,22.330193,1.170994,0.000000,0.13,0.02,24.11,0;
1000000,0.868679,22.384373,1.173932,0.000000,0.10,0.07,24.83,0;
1000000,0.912790,22.999891,1.171375,0.000000,0.11,0.05,24.90,0;
1000000,0.869991,22.411517,1.175828,0.000000,0.14,0.03,26.25,0;
1000000,0.906812,22.304121,1.163714,0.000000,0.12,0.05,24.44,0;
1000000,0.868292,22.223573,1.167927,0.000000,0.08,0.08,25.77,0;
1000000,0.874145,22.458280,1.162710,0.000000,0.07,0.10,24.46,0;
1000000,0.905671,22.470848,1.164740,0.000000,0.11,0.06,25.74,0;
1000000,0.911963,22.209606,1.163508,0.000000,0.13,0.04,24.48,0;
1000000,0.898856,22.258437,1.162314,0.000000,0.09,0.08,25.74,0;
