Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
1000000,0.877547,7.119710,1.221444,0.000000,0.13,0.03,8.95,1;
1000000,0.941894,7.167323,1.221191,0.000000,0.10,0.07,9.12,1;
1000000,0.907864,6.989490,1.281029,0.000000,0.09,0.07,14.25,1;
1000000,0.881133,7.073729,1.224574,0.000000,0.09,0.07,8.92,1;
1000000,0.907641,7.133411,1.222253,0.000000,0.11,0.07,9.06,2;
1000000,0.876700,7.084093,1.226756,0.000000,0.08,0.08,8.90,1;
1000000,0.888676,7.109314,1.222952,0.000000,0.08,0.08,8.97,1;
1000000,0.872334,7.069855,1.220760,0.000000,0.18,0.09,8.88,3;
1000000,0.895584,7.177686,1.218682,0.000000,0.20,0.07,9.05,3;
1000000,0.871130,7.001922,1.282929,0.000000,0.11,0.06,8.92,1;
1000000,0.950447,7.016028,1.287901,0.000000,0.07,0.08,8.92,1;
1000000,0.877187,6.964076,1.284761,0.000000,0.12,0.05,8.89,1;
1000000,0.946472,7.145929,1.218824,0.000000,0.08,0.09,9.05,1;
1000000,0.878921,7.097650,1.221372,0.000000,0.11,0.05,8.91,1;
1000000,0.923124,7.116788,1.225446,0.000000,0.11,0.05,9.06,1;
1000000,0.949541,7.114009,1.227150,0.000000,0.10,0.06,9.04,1;
1000000,0.912441,7.063149,1.224235,0.000000,0.11,0.06,8.92,1;
1000000,0.875767,7.139303,1.226432,0.000000,0.12,0.05,8.96,1;
1000000,0.875970,7.081213,1.227852,0.000000,0.08,0.08,8.95,1;
1000000,0.873917,7.068024,1.228339,0.000000,0.08,0.09,8.90,2;
1000000,0.949366,7.116023,1.210747,0.000000,0.10,0.07,8.98,1;
1000000,0.875519,7.081023,1.225616,0.000000,0.10,0.06,8.89,1;
1000000,0.908725,7.035168,1.294728,0.000000,0.10,0.07,8.96,1;
1000000,0.879661,7.160880,1.231384,0.000000,0.10,0.07,9.02,1;
1000000,0.872060,6.988559,1.268610,0.000000,0.08,0.06,8.93,1;
