Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
1000000,0.898522,7.129023,1.270398,0.000000,0.20,0.06,13.95,1;
1000000,0.869169,8.954722,1.337507,0.000000,0.11,0.04,12.81,1;
1000000,0.910485,9.287534,1.252635,0.000000,0.12,0.04,21.45,0;
1000000,0.868336,8.952491,1.288640,0.000000,0.11,0.05,16.27,1;
1000000,0.908428,9.128901,1.274183,0.000000,0.19,0.08,14.17,2;
1000000,0.908892,7.373948,1.228446,0.000000,0.11,0.05,14.12,1;
1000000,0.881828,9.552398,1.295542,0.000000,0.10,0.07,16.29,1;
1000000,0.875558,8.398576,1.278207,0.000000,0.10,0.03,14.99,0;
1000000,0.869567,8.752585,1.299444,0.000000,0.21,0.06,14.25,1;
1000000,0.880114,9.629939,1.312097,0.000000,0.12,0.04,17.57,0;
1000000,0.870808,8.692144,1.336181,0.000000,0.11,0.05,16.28,1;
1000000,0.903379,9.419651,1.289410,0.000000,0.10,0.04,18.18,0;
1000000,0.874217,9.144589,1.349111,0.000000,0.08,0.07,14.67,1;
1000000,0.882807,8.878396,1.354553,0.000000,0.09,0.05,17.28,0;
1000000,0.874348,9.429109,1.282606,0.000000,0.12,0.05,16.21,1;
1000000,0.902354,8.998243,1.337618,0.000000,0.14,0.03,19.00,0;
1000000,0.931588,8.520441,1.272451,0.000000,0.20,0.07,14.64,1;
1000000,0.904044,9.356881,1.347785,0.000000,0.09,0.06,15.69,1;
1000000,0.894770,8.782142,1.277807,0.000000,0.10,0.09,14.87,1;
1000000,0.893829,8.648465,1.300121,0.000000,0.12,0.05,16.25,1;
1000000,0.897901,8.208438,1.275972,0.000000,0.22,0.05,14.65,1;
1000000,0.874720,9.296015,1.314584,0.000000,0.14,0.03,15.63,1;
1000000,0.910741,9.658247,1.299884,0.000000,0.22,0.06,16.54,1;
1000000,0.878459,8.817910,1.336372,0.000000,0.20,0.09,16.31,1;
1000000,0.882231,8.809505,1.294659,0.000000,0.19,0.09,17.27,1;
