Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
819200,1.927949,14.939104,1.870294,0.892440,0.07,0.07,28.58,0;
819200,1.929021,15.095210,1.860665,0.897976,0.11,0.05,24.51,0;
819200,1.921360,16.424788,1.880531,0.890227,0.10,0.03,25.29,0;
819200,1.907681,15.559430,1.863806,0.859649,0.18,0.05,22.15,1;
819200,1.896339,15.054622,1.892273,0.773993,0.04,0.08,23.12,0;
819200,1.971311,15.457260,1.887909,0.796719,0.11,0.03,24.90,0;
819200,1.954885,13.794645,1.862568,0.807866,0.06,0.09,23.64,0;
819200,1.943701,15.840853,2.009574,0.996429,0.15,0.10,24.20,1;
819200,2.033075,14.930622,1.970980,0.865576,0.10,0.05,24.78,0;
819200,1.995873,14.612244,1.894006,0.794014,0.08,0.04,24.69,0;
819200,1.962246,15.685897,2.012127,0.971226,0.10,0.05,24.82,0;
819200,1.966672,15.629866,1.936643,0.977094,0.20,0.05,24.80,1;
819200,2.068248,15.507123,1.981508,0.931709,0.18,0.07,25.80,1;
819200,2.017329,14.799018,1.897970,0.840632,0.10,0.05,24.41,0;
819200,2.044312,15.106760,1.970244,0.865393,0.19,0.04,24.53,0;
819200,1.965503,15.246368,1.948692,0.910749,0.20,0.05,23.16,1;
819200,2.132209,16.634300,1.953269,0.878929,0.16,0.10,26.02,0;
819200,2.067894,16.869961,1.998184,0.917752,0.17,0.06,24.77,0;
819200,2.046631,15.135956,2.007681,0.834660,0.09,0.04,25.00,0;
819200,1.968956,15.124093,1.929328,0.821102,0.20,0.04,24.45,1;
819200,2.129119,16.126998,1.980911,0.914693,0.19,0.05,25.72,0;
819200,2.129857,15.819159,1.990314,0.922985,0.14,0.09,25.32,0;
819200,2.093148,15.622322,1.995364,0.964834,0.19,0.05,25.91,0;
819200,2.079498,18.196438,2.019979,0.922775,0.07,0.07,28.01,0;
819200,2.116877,15.281985,2.038451,0.978798,0.20,0.07,24.20,1;
