Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
51200,0.120170,0.859390,0.074038,0.056328,0.11,0.05,1.99,8;
51200,0.121396,0.568822,0.073539,0.053394,0.09,0.07,1.97,8;
51200,0.123105,0.624079,0.073187,0.054652,0.13,0.05,1.88,9;
51200,0.123098,0.668259,0.072869,0.051254,0.06,0.09,2.21,6;
51200,0.120519,0.531085,0.072166,0.058155,0.07,0.08,2.03,7;
51200,0.121901,0.548989,0.074709,0.054917,0.11,0.05,1.99,8;
51200,0.121913,0.809056,0.068585,0.050891,0.21,0.04,1.95,13;
51200,0.120904,0.796306,0.072531,0.054530,0.08,0.08,2.49,6;
51200,0.120778,0.537387,0.073342,0.056184,0.11,0.05,2.21,7;
51200,0.122724,0.812426,0.070924,0.050087,0.09,0.07,2.12,7;
51200,0.122731,0.711836,0.072730,0.053680,0.10,0.06,2.20,7;
51200,0.119948,0.601442,0.068927,0.049132,0.19,0.08,7.25,3;
51200,0.119594,0.679600,0.073938,0.053158,0.13,0.04,2.02,8;
51200,0.120900,1.049374,0.070751,0.048630,0.12,0.03,2.19,7;
51200,0.123821,0.731440,0.074314,0.052252,0.21,0.06,2.06,13;
51200,0.122347,1.079204,0.073298,0.050734,0.10,0.06,2.23,7;
51200,0.119090,0.657973,0.069219,0.049137,0.09,0.05,1.92,7;
51200,0.120270,0.837696,0.069259,0.049336,0.20,0.07,1.98,14;
51200,0.119876,0.676415,0.069123,0.048356,0.08,0.08,1.85,9;
51200,0.123198,0.676835,0.068924,0.048141,0.20,0.07,1.99,13;
51200,0.119641,0.468716,0.069046,0.049211,0.11,0.05,2.13,7;
51200,0.122936,0.775382,0.074049,0.056408,0.10,0.06,1.99,8;
51200,0.121471,0.683610,0.070255,0.050985,0.08,0.06,2.14,6;
51200,0.120128,0.663026,0.074311,0.056639,0.12,0.05,1.99,9;
51200,0.126167,0.753836,0.074530,0.055457,0.07,0.09,1.96,8;
