verteces,init,finalize,tarjan,user,system,elapsed,pCPU
51200,0.219685,0.003689,0.244474,0.43,0.03,0.47,99;
51200,0.218464,0.003580,0.243049,0.45,0.01,0.47,99;
51200,0.220480,0.003629,0.242370,0.43,0.03,0.47,99;
51200,0.221604,0.003687,0.242799,0.42,0.04,0.47,99;
51200,0.219342,0.003726,0.243698,0.44,0.02,0.47,99;
51200,0.218404,0.003636,0.243454,0.46,0.00,0.47,99;
51200,0.218378,0.003609,0.242494,0.45,0.02,0.47,99;
51200,0.218343,0.003589,0.241928,0.42,0.05,0.47,100;
51200,0.221627,0.003701,0.243372,0.45,0.01,0.47,99;
51200,0.219577,0.003649,0.244684,0.47,0.00,0.47,99;
51200,0.221477,0.003670,0.243169,0.44,0.02,0.47,99;
51200,0.219463,0.003629,0.243054,0.45,0.02,0.47,99;
51200,0.221658,0.003574,0.244261,0.44,0.02,0.47,99;
51200,0.221606,0.003623,0.243845,0.45,0.02,0.47,99;
51200,0.220155,0.003634,0.243296,0.45,0.01,0.47,98;
51200,0.218339,0.003636,0.242860,0.43,0.04,0.47,99;
51200,0.221038,0.003644,0.244351,0.46,0.00,0.47,99;
51200,0.218400,0.003630,0.243008,0.44,0.03,0.47,99;
51200,0.219322,0.003634,0.244168,0.44,0.03,0.47,99;
51200,0.218235,0.003627,0.242240,0.46,0.01,0.47,99;
51200,0.221189,0.003622,0.244327,0.44,0.02,0.47,99;
51200,0.220708,0.003618,0.244473,0.46,0.01,0.47,99;
51200,0.221644,0.003596,0.243922,0.43,0.03,0.47,99;
51200,0.219618,0.003661,0.245184,0.45,0.01,0.47,99;
51200,0.220411,0.003643,0.242528,0.45,0.02,0.47,99;
