verteces,init,finalize,tarjan,user,system,elapsed,pCPU
250000,3.453808,0.001731,1.297183,4.62,0.13,4.76,99;
250000,3.468809,0.002984,1.299032,4.66,0.12,6.10,78;
250000,3.475995,0.001886,1.305651,4.72,0.07,5.34,89;
250000,3.507869,0.001796,1.310346,4.74,0.08,4.84,99;
250000,3.490968,0.001752,1.310728,4.67,0.13,4.82,99;
250000,3.495113,0.001729,1.306289,4.75,0.05,4.82,99;
250000,3.493883,0.001808,1.308392,4.69,0.11,4.82,99;
250000,3.490482,0.001789,1.304399,4.69,0.12,4.81,99;
250000,3.485116,0.001809,1.306110,4.64,0.15,4.81,99;
250000,3.455342,0.001752,1.306995,4.66,0.10,4.78,99;
250000,3.462498,0.001787,1.298286,4.63,0.13,4.77,99;
250000,3.437337,0.001780,1.305443,4.69,0.05,4.76,99;
250000,3.456011,0.001837,1.297954,4.65,0.11,4.77,99;
250000,3.447385,0.001801,1.303015,4.68,0.07,4.76,99;
250000,3.455481,0.001815,1.297698,4.68,0.07,4.77,99;
250000,3.478359,0.001910,1.309263,4.70,0.10,4.80,99;
250000,3.468593,0.001797,1.311404,4.67,0.11,4.79,99;
250000,3.479191,0.001863,1.306786,4.70,0.10,4.80,99;
250000,3.458827,0.001757,1.301740,4.71,0.05,4.78,99;
250000,3.501018,0.001809,1.310687,4.79,0.02,4.83,99;
250000,3.459364,0.001782,1.297456,4.70,0.05,4.77,99;
250000,3.453048,0.001732,1.315467,4.64,0.13,4.80,99;
250000,3.456092,0.001803,1.301127,4.67,0.10,4.77,99;
250000,3.470648,0.001841,1.305995,4.69,0.09,4.79,99;
250000,3.466936,0.001792,1.313272,4.68,0.10,4.79,99;
