verteces,init,finalize,tarjan,user,system,elapsed,pCPU
10000,0.076529,0.000558,0.040245,0.11,0.00,0.12,99;
10000,0.076856,0.000554,0.040231,0.11,0.01,0.12,99;
10000,0.076694,0.000556,0.040280,0.12,0.00,0.12,100;
10000,0.077913,0.000565,0.040261,0.10,0.02,0.12,99;
10000,0.077305,0.000560,0.040317,0.11,0.00,0.12,99;
10000,0.085507,0.000723,0.059608,0.15,0.00,0.15,100;
10000,0.076497,0.000557,0.040289,0.10,0.01,0.12,100;
10000,0.077446,0.000560,0.040439,0.12,0.00,0.12,98;
10000,0.077448,0.000563,0.040495,0.11,0.01,0.12,99;
10000,0.077113,0.000563,0.040624,0.12,0.00,0.12,99;
10000,0.077014,0.000728,0.051096,0.12,0.01,0.13,99;
10000,0.084350,0.000553,0.040506,0.13,0.00,0.13,99;
10000,0.078251,0.000567,0.040636,0.11,0.00,0.12,98;
10000,0.077350,0.000552,0.040277,0.11,0.00,0.12,99;
10000,0.077245,0.000546,0.040525,0.11,0.00,0.12,99;
10000,0.077087,0.000600,0.040788,0.12,0.00,0.12,96;
10000,0.100169,0.000548,0.040099,0.13,0.00,0.14,99;
10000,0.077256,0.000557,0.040508,0.11,0.00,0.12,99;
10000,0.077210,0.000612,0.040433,0.10,0.01,0.12,99;
10000,0.076932,0.000626,0.041756,0.10,0.01,0.12,99;
10000,0.076825,0.000559,0.040053,0.11,0.01,0.12,100;
10000,0.107929,0.000556,0.042755,0.13,0.01,0.15,98;
10000,0.076591,0.000556,0.039985,0.12,0.00,0.12,100;
10000,0.077053,0.000548,0.040319,0.12,0.00,0.12,99;
10000,0.077077,0.000554,0.040693,0.12,0.00,0.12,99;
