verteces,init,finalize,tarjan,user,system,elapsed,pCPU
204800,0.883284,0.012506,0.966127,1.79,0.07,1.87,99;
204800,0.870042,0.013310,0.962494,1.74,0.10,1.86,99;
204800,0.870958,0.015919,0.966099,1.77,0.09,2.66,70;
204800,0.898243,0.013352,0.964245,1.78,0.09,2.65,71;
204800,0.915489,0.014669,0.964763,1.82,0.08,3.95,48;
204800,0.905613,0.016245,0.965992,1.77,0.13,10.64,17;
204800,0.891482,0.014494,0.961433,1.81,0.08,5.33,35;
204800,0.892150,0.013335,0.973030,1.81,0.07,1.90,99;
204800,0.870389,0.013231,0.963066,1.78,0.06,1.86,99;
204800,0.869813,0.013348,0.962326,1.74,0.10,1.86,99;
204800,0.876799,0.013226,0.963859,1.75,0.10,1.87,99;
204800,0.879216,0.013240,0.962129,1.79,0.08,1.87,99;
204800,0.871406,0.013253,0.966500,1.79,0.07,1.87,99;
204800,0.870408,0.013303,0.962629,1.76,0.10,1.86,99;
204800,0.870734,0.013199,0.966396,1.79,0.06,1.86,99;
204800,0.870747,0.013309,0.965635,1.75,0.09,1.87,99;
204800,0.870974,0.013185,0.966198,1.82,0.04,1.86,99;
204800,0.883517,0.013268,0.968809,1.81,0.05,1.88,99;
204800,0.870970,0.013283,0.966328,1.74,0.11,1.87,99;
204800,0.883332,0.013291,0.968814,1.80,0.06,1.88,99;
204800,0.871239,0.013176,0.965887,1.74,0.12,1.86,99;
204800,0.874218,0.016369,0.968935,1.77,0.09,6.30,29;
204800,0.890408,0.013197,0.962241,1.78,0.08,1.88,99;
204800,0.877550,0.013258,0.965176,1.73,0.12,1.87,99;
204800,0.870100,0.013195,0.961928,1.79,0.07,1.86,99;
