verteces,init,finalize,tarjan,user,system,elapsed,pCPU
409600,1.739565,0.024756,1.919940,3.56,0.13,3.70,99;
409600,1.749732,0.026415,1.941780,3.61,0.11,3.75,99;
409600,1.750324,0.026144,1.941932,3.54,0.18,3.75,99;
409600,1.749702,0.026163,1.940632,3.59,0.13,3.75,99;
409600,1.748534,0.028986,1.933202,3.54,0.21,13.71,27;
409600,1.747226,0.029855,1.935514,3.58,0.16,6.41,58;
409600,1.761676,0.026131,1.938218,3.59,0.14,3.77,99;
409600,1.761825,0.026169,1.935784,3.58,0.15,3.76,99;
409600,1.751960,0.025908,1.926351,3.56,0.15,3.74,99;
409600,1.760366,0.026453,1.933510,3.58,0.15,3.76,99;
409600,1.752528,0.026000,1.926278,3.51,0.20,3.74,99;
409600,1.764331,0.026284,1.927897,3.60,0.14,3.75,99;
409600,1.756099,0.026262,1.928000,3.56,0.16,3.75,99;
409600,1.755856,0.025947,1.920509,3.53,0.18,3.74,99;
409600,1.763582,0.026224,1.928732,3.56,0.16,3.75,99;
409600,1.757447,0.026372,1.934725,3.60,0.13,3.75,99;
409600,1.749979,0.026288,1.942377,3.62,0.12,3.75,99;
409600,1.790988,0.026319,1.927715,3.59,0.16,3.78,99;
409600,1.738610,0.025935,1.921857,3.51,0.18,3.72,99;
409600,1.747626,0.026228,1.935423,3.57,0.14,3.74,99;
409600,1.739323,0.025969,1.921953,3.56,0.13,3.72,99;
409600,1.765025,0.028677,1.928576,3.61,0.14,9.09,41;
409600,1.775407,0.026364,1.931226,3.59,0.15,3.77,99;
409600,1.763156,0.026190,1.937564,3.55,0.18,3.76,99;
409600,1.747169,0.025986,1.930869,3.52,0.19,3.74,99;
