verteces,init,finalize,tarjan,user,system,elapsed,pCPU
51200,0.221738,0.003717,0.243759,0.45,0.01,0.47,99;
51200,0.218495,0.003671,0.243775,0.45,0.02,0.47,99;
51200,0.218527,0.003602,0.242748,0.46,0.01,0.47,99;
51200,0.220491,0.003657,0.242107,0.44,0.02,0.47,99;
51200,0.219968,0.003630,0.243223,0.42,0.04,0.47,99;
51200,0.221541,0.003690,0.244212,0.44,0.02,0.47,99;
51200,0.219914,0.003704,0.243027,0.43,0.03,0.47,99;
51200,0.220786,0.003653,0.269923,0.48,0.01,0.50,99;
51200,0.220401,0.003618,0.242773,0.44,0.02,0.47,99;
51200,0.218634,0.003639,0.243273,0.45,0.02,0.47,99;
51200,0.219229,0.003714,0.243932,0.46,0.01,0.47,99;
51200,0.220599,0.003653,0.242406,0.45,0.01,0.47,98;
51200,0.219497,0.003636,0.244032,0.45,0.01,0.47,99;
51200,0.219384,0.003662,0.244152,0.43,0.03,0.47,99;
51200,0.219831,0.003586,0.245025,0.43,0.03,0.47,99;
51200,0.219551,0.003575,0.244878,0.44,0.02,0.47,99;
51200,0.219643,0.003605,0.244941,0.44,0.02,0.47,99;
51200,0.220823,0.003686,0.244133,0.44,0.02,0.47,99;
51200,0.218300,0.003594,0.242834,0.44,0.02,0.47,99;
51200,0.221663,0.003621,0.243562,0.44,0.02,0.47,99;
51200,0.219709,0.003636,0.245369,0.45,0.01,0.47,99;
51200,0.218235,0.003644,0.242689,0.44,0.02,0.47,98;
51200,0.218392,0.003637,0.241972,0.43,0.04,0.47,99;
51200,0.219556,0.003679,0.243986,0.46,0.01,0.47,99;
51200,0.219939,0.003567,0.242653,0.47,0.00,0.47,99;
