verteces,init,finalize,tarjan,user,system,elapsed,pCPU
500000,9.351911,0.003131,2.681614,11.85,0.21,12.06,99;
500000,9.350371,0.003114,2.682508,11.86,0.20,12.06,99;
500000,9.337984,0.003181,2.679794,11.86,0.17,12.04,99;
500000,9.356094,0.003136,2.684716,11.92,0.13,12.07,99;
500000,9.406228,0.003109,2.708361,11.95,0.19,12.14,99;
500000,9.430188,0.003033,2.695409,11.95,0.20,12.15,99;
500000,9.392428,0.003277,2.695858,11.90,0.20,12.12,99;
500000,9.414015,0.003144,2.704743,11.95,0.18,12.15,99;
500000,9.354530,0.003124,2.681248,11.92,0.13,12.06,99;
500000,9.366796,0.003063,2.677798,11.82,0.24,12.07,99;
500000,9.433407,0.003139,2.698210,11.90,0.24,12.16,99;
500000,9.428398,0.003241,2.703106,11.95,0.19,12.16,99;
500000,9.345714,0.003171,2.693188,11.80,0.25,12.07,99;
500000,9.350688,0.003144,2.685093,11.85,0.20,12.06,99;
500000,9.411387,0.003161,2.695740,11.89,0.23,12.14,99;
500000,9.404673,0.003130,2.697949,11.96,0.16,12.14,99;
500000,9.365677,0.003136,2.687860,11.89,0.18,12.08,99;
500000,9.430259,0.003196,2.694282,11.93,0.22,12.15,99;
500000,9.380980,0.003131,2.680387,11.87,0.20,12.09,99;
500000,9.410264,0.003176,2.699485,11.95,0.17,12.14,99;
500000,9.353706,0.003063,2.693559,11.85,0.21,12.07,99;
500000,9.327244,0.003125,2.693487,11.79,0.24,12.05,99;
500000,9.423441,0.003220,2.693622,11.95,0.18,12.15,99;
500000,9.396169,0.003175,2.697926,11.94,0.16,12.12,99;
500000,9.339488,0.003143,2.684144,11.90,0.14,12.05,99;
