verteces,init,finalize,tarjan,user,system,elapsed,pCPU
51200,0.220674,0.003270,0.242315,0.45,0.02,0.47,99;
51200,0.219976,0.003552,0.243099,0.44,0.03,0.47,99;
51200,0.218288,0.003609,0.243786,0.46,0.01,0.47,99;
51200,0.219135,0.003668,0.243172,0.47,0.00,0.47,100;
51200,0.218402,0.003576,0.242107,0.45,0.01,0.47,99;
51200,0.219831,0.003659,0.244779,0.45,0.01,0.47,99;
51200,0.219284,0.003665,0.243918,0.46,0.00,0.47,99;
51200,0.220539,0.003623,0.242516,0.45,0.01,0.47,99;
51200,0.218462,0.003587,0.243290,0.45,0.01,0.47,99;
51200,0.218395,0.003645,0.242364,0.44,0.02,0.47,99;
51200,0.219902,0.003570,0.243073,0.43,0.03,0.47,99;
51200,0.220087,0.003617,0.243104,0.46,0.00,0.47,99;
51200,0.220423,0.003597,0.242315,0.45,0.01,0.47,99;
51200,0.221251,0.003653,0.244860,0.46,0.00,0.47,99;
51200,0.219980,0.003654,0.243564,0.43,0.04,0.47,99;
51200,0.221581,0.003604,0.244095,0.46,0.01,0.47,99;
51200,0.218477,0.003677,0.243366,0.46,0.01,0.47,99;
51200,0.219197,0.003708,0.242686,0.45,0.02,0.47,99;
51200,0.220865,0.003710,0.243898,0.44,0.02,0.47,99;
51200,0.219756,0.003674,0.244828,0.45,0.01,0.48,98;
51200,0.220544,0.003591,0.242361,0.43,0.03,0.47,99;
51200,0.221371,0.003668,0.242903,0.43,0.03,0.47,99;
51200,0.219672,0.003664,0.244707,0.43,0.03,0.47,99;
51200,0.219958,0.003695,0.244732,0.42,0.04,0.47,99;
51200,0.219618,0.003714,0.243491,0.45,0.02,0.47,99;
