Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
500000,3.797531,132.848056,1.395812,0.001487,0.10,0.07,138.17,0;
500000,3.753759,131.850782,1.396639,0.001516,0.08,0.09,136.67,0;
500000,3.743880,132.027082,1.394665,0.001482,0.07,0.08,136.79,0;
500000,3.771352,132.634061,1.399775,0.001495,0.11,0.05,137.43,0;
500000,3.758443,131.822766,1.395911,0.001498,0.13,0.03,136.63,0;
500000,3.766264,132.473949,1.398710,0.001479,0.11,0.06,137.32,0;
500000,3.769174,132.990082,1.398389,0.001516,0.07,0.09,137.76,0;
500000,3.738816,132.096656,1.398022,0.001491,0.11,0.06,136.82,0;
500000,3.774104,131.781936,1.401296,0.001475,0.09,0.08,136.63,0;
500000,3.770885,132.630642,1.398743,0.001492,0.09,0.07,137.47,0;
500000,3.736918,133.264274,1.397293,0.001485,0.08,0.08,137.98,0;
500000,3.744853,133.311214,1.397465,0.001523,0.10,0.06,138.07,0;
500000,3.748124,132.540002,1.398694,0.001495,0.13,0.04,137.37,0;
500000,3.817243,132.064303,1.404701,0.001488,0.10,0.06,136.90,0;
500000,3.749135,132.160432,1.397937,0.001493,0.08,0.07,136.90,0;
500000,3.749396,132.499537,1.398033,0.001494,0.09,0.08,137.26,0;
500000,3.740024,132.404435,1.398526,0.001519,0.11,0.05,137.20,0;
500000,3.748158,132.196605,1.399041,0.001493,0.08,0.07,136.95,0;
500000,3.776519,132.851131,1.401615,0.001478,0.12,0.05,137.64,0;
500000,3.741684,131.763207,1.398615,0.001500,0.12,0.05,136.56,0;
500000,3.746649,132.136011,1.401444,0.001512,0.13,0.04,136.96,0;
500000,3.754602,132.134188,1.397509,0.001493,0.14,0.03,136.92,0;
500000,3.744527,132.321598,1.398917,0.001485,0.11,0.06,137.09,0;
500000,3.746349,132.041784,1.400218,0.001492,0.11,0.06,136.85,0;
500000,3.773256,132.718878,1.404716,0.001492,0.11,0.05,137.59,0;
