verteces,init,finalize,tarjan,user,system,elapsed,pCPU
409600,1.738849,0.025892,1.919431,3.51,0.18,3.72,99;
409600,1.739748,0.025912,1.928406,3.52,0.18,3.73,99;
409600,1.765541,0.026221,1.934830,3.61,0.12,3.76,99;
409600,1.757279,0.025879,1.921448,3.50,0.21,3.74,99;
409600,1.749256,0.026078,1.932999,3.55,0.16,3.74,99;
409600,1.759844,0.026371,1.931459,3.56,0.16,3.75,99;
409600,1.756422,0.031396,1.921017,3.60,0.13,11.70,32;
409600,1.758919,0.027956,1.920774,3.56,0.17,6.43,58;
409600,1.790899,0.026336,1.927459,3.62,0.13,3.79,99;
409600,1.740126,0.025935,1.928226,3.54,0.16,3.73,99;
409600,1.766935,0.026145,1.935828,3.57,0.16,3.76,99;
409600,1.756836,0.025934,1.919883,3.55,0.16,3.74,99;
409600,1.759292,0.026362,1.929894,3.57,0.15,3.75,99;
409600,1.739679,0.025926,1.928460,3.56,0.15,3.73,99;
409600,1.741274,0.025959,1.929454,3.57,0.13,3.73,99;
409600,1.756385,0.026002,1.918975,3.52,0.19,3.74,99;
409600,1.756535,0.025929,1.921787,3.58,0.13,3.74,99;
409600,1.761941,0.026105,1.937488,3.59,0.14,3.76,99;
409600,1.740160,0.026020,1.928799,3.51,0.19,3.73,99;
409600,1.766139,0.026188,1.935110,3.58,0.15,3.76,99;
409600,1.763083,0.026284,1.928400,3.58,0.14,3.75,99;
409600,1.756396,0.026032,1.920659,3.51,0.20,3.74,99;
409600,1.760526,0.026347,1.931184,3.56,0.16,3.75,99;
409600,1.756329,0.025929,1.920500,3.54,0.16,3.74,99;
409600,1.752769,0.025981,1.924816,3.55,0.16,3.74,99;
