Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
6000,27.731232,46.933264,2.472464,35.433393,0.09,0.07,104.20,0;
6000,28.411405,50.792116,2.285650,35.374957,0.07,0.10,103.04,0;
6000,28.236804,47.623011,2.449501,35.322554,0.10,0.06,105.87,0;
6000,28.451803,47.326615,2.438666,35.687033,0.14,0.03,116.84,0;
6000,28.294558,45.853875,2.455252,35.448342,0.09,0.07,100.54,0;
6000,28.468921,47.698313,2.420862,35.322570,0.11,0.07,99.77,0;
6000,28.521373,48.271111,2.518871,35.541712,0.19,0.08,107.46,0;
6000,28.326625,49.239459,2.443213,35.181875,0.11,0.05,100.55,0;
6000,28.303737,48.195703,2.331647,35.369795,0.07,0.07,101.62,0;
6000,28.177412,48.810459,2.517459,35.432147,0.10,0.07,100.03,0;
6000,28.403764,48.195976,2.433865,35.589645,0.11,0.06,102.56,0;
6000,28.315539,47.729938,2.354298,35.318328,0.20,0.07,100.90,0;
6000,28.196648,46.660154,2.364715,35.345550,0.08,0.10,98.60,0;
6000,27.860969,47.047786,2.354641,34.770981,0.12,0.04,96.57,0;
6000,28.187482,50.419450,2.322814,35.537185,0.10,0.08,106.81,0;
6000,28.323337,46.919978,2.387201,35.404370,0.10,0.07,101.44,0;
6000,28.412311,50.019960,2.448202,35.643161,0.09,0.07,104.67,0;
6000,28.351317,48.393442,2.430117,35.268037,0.11,0.05,107.66,0;
6000,28.385892,47.524423,2.428849,35.516678,0.15,0.12,105.47,0;
6000,28.129069,48.312358,2.505029,35.417142,0.12,0.04,103.14,0;
6000,28.436880,48.276111,2.451911,35.254139,0.10,0.06,99.02,0;
6000,28.174259,48.465924,2.488400,35.414826,0.08,0.09,107.09,0;
6000,28.416020,46.364296,2.406620,35.521332,0.10,0.07,101.55,0;
6000,28.141085,47.099617,2.520697,35.583185,0.13,0.04,98.67,0;
6000,28.334715,42.841320,2.464719,35.825207,0.11,0.06,98.33,0;
