Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
6000,25.467710,44.827806,2.225425,33.182067,0.06,0.09,93.46,0;
6000,25.705219,44.402734,2.178442,32.916452,0.11,0.05,92.87,0;
6000,25.787752,45.079414,2.237553,33.134722,0.09,0.06,95.02,0;
6000,25.757264,45.001328,2.241505,33.053191,0.15,0.02,97.87,0;
6000,25.497568,45.160241,2.157851,33.008201,0.12,0.04,93.26,0;
6000,25.619420,44.392303,2.208879,33.224038,0.08,0.08,93.31,0;
6000,25.460317,43.078180,2.210305,33.219152,0.13,0.05,93.22,0;
6000,25.657679,44.197045,2.185178,33.260336,0.11,0.06,96.77,0;
6000,25.685035,46.204505,2.225031,33.106648,0.12,0.04,98.79,0;
6000,25.482292,44.002406,2.184762,32.935549,0.12,0.05,94.28,0;
6000,25.368036,43.512180,2.146348,32.814210,0.13,0.04,91.86,0;
6000,25.130430,43.689178,2.115923,32.809981,0.10,0.06,90.34,0;
6000,25.357340,46.321552,2.226121,33.328767,0.11,0.05,96.17,0;
6000,25.588328,45.347911,2.212792,32.922725,0.08,0.06,94.41,0;
6000,25.773138,44.336201,2.192284,33.375299,0.07,0.09,95.78,0;
6000,25.616853,45.046437,2.219745,33.158533,0.10,0.04,93.65,0;
6000,25.631217,46.575331,2.237610,33.469191,0.12,0.05,92.04,0;
6000,25.524444,45.688227,2.228633,33.036362,0.11,0.05,93.89,0;
6000,25.498791,43.804478,2.177491,32.982436,0.07,0.06,95.89,0;
6000,25.555333,46.494356,2.174806,32.995220,0.09,0.05,93.83,0;
6000,25.553188,44.680131,2.221208,33.130432,0.10,0.06,92.67,0;
6000,25.653703,45.456319,2.194080,32.977712,0.09,0.07,91.00,0;
6000,25.279869,43.574361,2.140815,33.007439,0.09,0.08,94.03,0;
6000,25.331373,45.272265,2.165226,32.771191,0.14,0.03,92.09,0;
6000,25.729880,44.627969,2.164602,32.937980,0.12,0.04,96.68,0;
